"Item","Country","Element","Y2009","Y2010","Y2011","Average"
"Cranberries","Afghanistan","Area harvested",0,0,0,0
"Cucumbers","Afghanistan","Area harvested",0,0,0,0
"Currants","Afghanistan","Area harvested",0,0,0,0
"Dates","Afghanistan","Area harvested",0,0,0,0
"Eggplants","Afghanistan","Area harvested",0,0,0,0
"Faba_beans","Afghanistan","Area harvested",0,0,0,0
"Figs","Afghanistan","Area harvested",1924,1924,2056,1968
"Fonio","Afghanistan","Area harvested",0,0,0,0
"Fruit_citrus_nes","Afghanistan","Area harvested",200,200,200,200
"Fruit_fresh_nes","Afghanistan","Area harvested",8413,8413,8413,8413
"Fruit_pome_nes","Afghanistan","Area harvested",0,0,0,0
"Fruit_stone_nes","Afghanistan","Area harvested",6254,6430,6334,6339.33333333333
"Fruit_tropical_fresh_nes","Afghanistan","Area harvested",0,0,0,0
"Garlic","Afghanistan","Area harvested",0,0,0,0
"Ginger","Afghanistan","Area harvested",0,0,0,0
"Gooseberries","Afghanistan","Area harvested",0,0,0,0
"Grain_mixed","Afghanistan","Area harvested",0,0,0,0
"Grapefruit","Afghanistan","Area harvested",0,0,0,0
"Grapes","Afghanistan","Area harvested",60832,61132,61558,61174
"Groundnut","Afghanistan","Area harvested",0,0,0,0
"Hazelnuts","Afghanistan","Area harvested",0,0,0,0
"Hempseed","Afghanistan","Area harvested",0,0,0,0
"Hops","Afghanistan","Area harvested",0,0,0,0
"Kiwi","Afghanistan","Area harvested",0,0,0,0
"Kola_nuts","Afghanistan","Area harvested",0,0,0,0
"Leeks","Afghanistan","Area harvested",0,0,0,0
"Lemons & limes","Afghanistan","Area harvested",0,0,0,0
"Lentils","Afghanistan","Area harvested",0,0,0,0
"Lettuce","Afghanistan","Area harvested",0,0,0,0
"Linseed","Afghanistan","Area harvested",1780,1788,3943,2503.66666666667
"Lupins","Afghanistan","Area harvested",0,0,0,0
"Maize","Afghanistan","Area harvested",140000,183000,183000,168666.666666667
"Mangoes_mangosteens_guavas","Afghanistan","Area harvested",0,0,0,0
"Mate","Afghanistan","Area harvested",0,0,0,0
"Melons","Afghanistan","Area harvested",35400,35460,24717,31859
"Millets","Afghanistan","Area harvested",10000,5000,5000,6666.66666666667
"Mustard_seed","Afghanistan","Area harvested",0,0,0,0
"Nutmeg_mace_cardamoms","Afghanistan","Area harvested",0,0,0,0
"Nuts_nes","Afghanistan","Area harvested",750,760,883,797.666666666667
"Oats","Afghanistan","Area harvested",0,0,0,0
"Oilseeds_nes","Afghanistan","Area harvested",0,0,0,0
"Okra","Afghanistan","Area harvested",0,0,0,0
"Olives","Afghanistan","Area harvested",2000,2200,2200,2133.33333333333
"Onions","Afghanistan","Area harvested",0,0,0,0
"Oranges","Afghanistan","Area harvested",1000,1000,1000,1000
"Palm oil","Afghanistan","Area harvested",0,0,0,0
"Papayas","Afghanistan","Area harvested",0,0,0,0
"Peaches & nectarines","Afghanistan","Area harvested",1675,1675,1877,1742.33333333333
"Pears","Afghanistan","Area harvested",225,220,225,223.333333333333
"Peas","Afghanistan","Area harvested",0,0,0,0
"Pepper","Afghanistan","Area harvested",0,0,0,0
"Peppermint","Afghanistan","Area harvested",0,0,0,0
"Persimmons","Afghanistan","Area harvested",0,0,0,0
"Pigeonpeas","Afghanistan","Area harvested",0,0,0,0
"Pineapples","Afghanistan","Area harvested",0,0,0,0
"Pistachios","Afghanistan","Area harvested",2000,1800,1800,1866.66666666667
"Plums","Afghanistan","Area harvested",3500,3500,3800,3600
"Poppy","Afghanistan","Area harvested",0,0,0,0
"Potatoes","Afghanistan","Area harvested",21600,20500,20500,20866.6666666667
"Pulses_nes","Afghanistan","Area harvested",53000,71700,81000,68566.6666666667
"Pumpkins & gourds","Afghanistan","Area harvested",0,0,0,0
"Quinces","Afghanistan","Area harvested",0,0,0,0
"Quinoa","Afghanistan","Area harvested",0,0,0,0
"Rapeseed","Afghanistan","Area harvested",0,0,0,0
"Raspberries","Afghanistan","Area harvested",0,0,0,0
"Rice","Afghanistan","Area harvested",2e+05,208000,210000,206000
"Roots_tubers_nes","Afghanistan","Area harvested",0,0,0,0
"Rye","Afghanistan","Area harvested",0,0,0,0
"Safflower_seed","Afghanistan","Area harvested",0,0,0,0
"Sesame","Afghanistan","Area harvested",47000,47000,47000,47000
"Sheanuts","Afghanistan","Area harvested",0,0,0,0
"Sorghum","Afghanistan","Area harvested",0,0,0,0
"Soybean","Afghanistan","Area harvested",0,0,0,0
"Spices_nes","Afghanistan","Area harvested",0,0,0,0
"Spinach","Afghanistan","Area harvested",0,0,0,0
"Strawberries","Afghanistan","Area harvested",0,0,0,0
"Sugarcane","Afghanistan","Area harvested",3080,3100,3082,3087.33333333333
"Sunflower","Afghanistan","Area harvested",1700,1704,1748,1717.33333333333
"Sweet potatoes","Afghanistan","Area harvested",0,0,0,0
"Tangerines_mandarins","Afghanistan","Area harvested",0,0,0,0
"Taro","Afghanistan","Area harvested",0,0,0,0
"Tea","Afghanistan","Area harvested",0,0,0,0
"Tea_nes","Afghanistan","Area harvested",0,0,0,0
"Tomatoes","Afghanistan","Area harvested",0,0,0,0
"Triticale","Afghanistan","Area harvested",0,0,0,0
"Vanilla","Afghanistan","Area harvested",0,0,0,0
"Vegetables_fresh_nes","Afghanistan","Area harvested",72200,69147,53718,65021.6666666667
"Vegetables_leguminous_nes","Afghanistan","Area harvested",0,0,0,0
"Vetches","Afghanistan","Area harvested",0,0,0,0
"Walnuts","Afghanistan","Area harvested",2382,2380,2317,2359.66666666667
"Watermelons","Afghanistan","Area harvested",25100,25142,22592,24278
"Wheat","Afghanistan","Area harvested",2575000,2354000,2232000,2387000
"Yams","Afghanistan","Area harvested",0,0,0,0
"Yautia","Afghanistan","Area harvested",0,0,0,0
"Alfalfa","Albania","Area harvested",150000,150000,150000,150000
"Almonds","Albania","Area harvested",0,0,0,0
"Anise_badian_fennel_coriander","Albania","Area harvested",0,0,0,0
"Apples","Albania","Area harvested",5000,4000,3450,4150
"Apricots","Albania","Area harvested",300,280,300,293.333333333333
"Areca_nuts","Albania","Area harvested",0,0,0,0
"Artichokes","Albania","Area harvested",0,0,0,0
"Asparagus","Albania","Area harvested",0,0,0,0
"Avocados","Albania","Area harvested",0,0,0,0
"Bambara_beans","Albania","Area harvested",0,0,0,0
"Bananas & plantains","Albania","Area harvested",0,0,0,0
"Barley","Albania","Area harvested",1700,2500,2840,2346.66666666667
"Beans","Albania","Area harvested",14587,14497,15200,14761.3333333333
"Beet_sugar","Albania","Area harvested",2000,2000,2000,2000
"Berries_nes","Albania","Area harvested",0,0,0,0
"Blueberries","Albania","Area harvested",0,0,0,0
"Brazil_nuts","Albania","Area harvested",0,0,0,0
"Buckwheat","Albania","Area harvested",0,0,0,0
"Cabbages","Albania","Area harvested",888,2013,1898,1599.66666666667
"Carob","Albania","Area harvested",0,0,0,0
"Carrots & turnips","Albania","Area harvested",198,392,300,296.666666666667
"Cashew","Albania","Area harvested",0,0,0,0
"Cassava","Albania","Area harvested",0,0,0,0
"Castor_oil","Albania","Area harvested",0,0,0,0
"Cereals_nes","Albania","Area harvested",0,0,0,0
"Cherries","Albania","Area harvested",3889,4000,4400,4096.33333333333
"Chestnut","Albania","Area harvested",2280,2260,2400,2313.33333333333
"Chickpeas","Albania","Area harvested",0,0,0,0
"Chicory_roots","Albania","Area harvested",0,0,0,0
"Chillies & peppers","Albania","Area harvested",2933,3067,3000,3000
"Cinnamon","Albania","Area harvested",0,0,0,0
"Clover","Albania","Area harvested",55000,55000,55000,55000
"Cloves","Albania","Area harvested",0,0,0,0
"Cocoa beans","Albania","Area harvested",0,0,0,0
"Coconuts","Albania","Area harvested",0,0,0,0
"Coffee","Albania","Area harvested",0,0,0,0
"Cottonseed oil","Albania","Area harvested",740,740,740,740
"Cowpeas","Albania","Area harvested",0,0,0,0
"Cranberries","Albania","Area harvested",0,0,0,0
"Cucumbers","Albania","Area harvested",2041,2159,2200,2133.33333333333
"Currants","Albania","Area harvested",0,0,0,0
"Dates","Albania","Area harvested",3362,3400,3800,3520.66666666667
"Eggplants","Albania","Area harvested",1037,1038,1000,1025
"Faba_beans","Albania","Area harvested",147,150,183,160
"Figs","Albania","Area harvested",12000,9900,10000,10633.3333333333
"Fonio","Albania","Area harvested",0,0,0,0
"Fruit_citrus_nes","Albania","Area harvested",0,0,0,0
"Fruit_fresh_nes","Albania","Area harvested",5800,4000,4500,4766.66666666667
"Fruit_pome_nes","Albania","Area harvested",0,0,0,0
"Fruit_stone_nes","Albania","Area harvested",0,0,0,0
"Fruit_tropical_fresh_nes","Albania","Area harvested",0,0,0,0
"Garlic","Albania","Area harvested",877,902,1586,1121.66666666667
"Ginger","Albania","Area harvested",0,0,0,0
"Gooseberries","Albania","Area harvested",0,0,0,0
"Grain_mixed","Albania","Area harvested",0,0,0,0
"Grapefruit","Albania","Area harvested",0,0,0,0
"Grapes","Albania","Area harvested",8532,8630,9077,8746.33333333333
"Groundnut","Albania","Area harvested",0,0,0,0
"Hazelnuts","Albania","Area harvested",0,0,0,0
"Hempseed","Albania","Area harvested",0,0,0,0
"Hops","Albania","Area harvested",2200,2100,2200,2166.66666666667
"Kiwi","Albania","Area harvested",0,0,0,0
"Kola_nuts","Albania","Area harvested",0,0,0,0
"Leeks","Albania","Area harvested",451,1436,1600,1162.33333333333
"Lemons & limes","Albania","Area harvested",200,210,233,214.333333333333
"Lentils","Albania","Area harvested",0,0,0,0
"Lettuce","Albania","Area harvested",409,858,900,722.333333333333
"Linseed","Albania","Area harvested",0,0,0,0
"Lupins","Albania","Area harvested",0,0,0,0
"Maize","Albania","Area harvested",51600,58200,65200,58333.3333333333
"Mangoes_mangosteens_guavas","Albania","Area harvested",0,0,0,0
"Mate","Albania","Area harvested",0,0,0,0
"Melons","Albania","Area harvested",1980,2368,1500,1949.33333333333
"Millets","Albania","Area harvested",0,0,0,0
"Mustard_seed","Albania","Area harvested",0,0,0,0
"Nutmeg_mace_cardamoms","Albania","Area harvested",0,0,0,0
"Nuts_nes","Albania","Area harvested",2600,2800,2190,2530
"Oats","Albania","Area harvested",13000,14000,12940,13313.3333333333
"Oilseeds_nes","Albania","Area harvested",0,0,0,0
"Okra","Albania","Area harvested",801,800,792,797.666666666667
"Olives","Albania","Area harvested",40000,42700,42000,41566.6666666667
"Onions","Albania","Area harvested",5284,6477,8208,6656.33333333333
"Oranges","Albania","Area harvested",450,300,200,316.666666666667
"Palm oil","Albania","Area harvested",0,0,0,0
"Papayas","Albania","Area harvested",0,0,0,0
"Peaches & nectarines","Albania","Area harvested",1300,1315,870,1161.66666666667
"Pears","Albania","Area harvested",700,690,500,630
"Peas","Albania","Area harvested",281,347,300,309.333333333333
"Pepper","Albania","Area harvested",0,0,0,0
"Peppermint","Albania","Area harvested",0,0,0,0
"Persimmons","Albania","Area harvested",0,0,0,0
"Pigeonpeas","Albania","Area harvested",0,0,0,0
"Pineapples","Albania","Area harvested",0,0,0,0
"Pistachios","Albania","Area harvested",0,0,0,0
"Plums","Albania","Area harvested",2700,2500,1800,2333.33333333333
"Poppy","Albania","Area harvested",0,0,0,0
"Potatoes","Albania","Area harvested",9100,9000,9500,9200
"Pulses_nes","Albania","Area harvested",1077,900,1101,1026
"Pumpkins & gourds","Albania","Area harvested",373,488,400,420.333333333333
"Quinces","Albania","Area harvested",980,1000,1200,1060
"Quinoa","Albania","Area harvested",0,0,0,0
"Rapeseed","Albania","Area harvested",0,0,0,0
"Raspberries","Albania","Area harvested",0,0,0,0
"Rice","Albania","Area harvested",0,0,0,0
"Roots_tubers_nes","Albania","Area harvested",0,0,0,0
"Rye","Albania","Area harvested",1100,1100,1400,1200
"Safflower_seed","Albania","Area harvested",0,0,0,0
"Sesame","Albania","Area harvested",0,0,0,0
"Sheanuts","Albania","Area harvested",0,0,0,0
"Sorghum","Albania","Area harvested",0,0,0,0
"Soybean","Albania","Area harvested",300,300,324,308
"Spices_nes","Albania","Area harvested",400,390,400,396.666666666667
"Spinach","Albania","Area harvested",511,1153,1200,954.666666666667
"Strawberries","Albania","Area harvested",0,0,0,0
"Sugarcane","Albania","Area harvested",0,0,0,0
"Sunflower","Albania","Area harvested",1200,1300,1460,1320
"Sweet potatoes","Albania","Area harvested",0,0,0,0
"Tangerines_mandarins","Albania","Area harvested",160,250,267,225.666666666667
"Taro","Albania","Area harvested",0,0,0,0
"Tea","Albania","Area harvested",0,0,0,0
"Tea_nes","Albania","Area harvested",0,0,0,0
"Tomatoes","Albania","Area harvested",5068,6161,6100,5776.33333333333
"Triticale","Albania","Area harvested",0,0,0,0
"Vanilla","Albania","Area harvested",0,0,0,0
"Vegetables_fresh_nes","Albania","Area harvested",1500,1333,1300,1377.66666666667
"Vegetables_leguminous_nes","Albania","Area harvested",20,24,20,21.3333333333333
"Vetches","Albania","Area harvested",5754,5600,6000,5784.66666666667
"Walnuts","Albania","Area harvested",0,0,0,0
"Watermelons","Albania","Area harvested",6273,5488,6400,6053.66666666667
"Wheat","Albania","Area harvested",82800,73900,69219,75306.3333333333
"Yams","Albania","Area harvested",0,0,0,0
"Yautia","Albania","Area harvested",0,0,0,0
"Alfalfa","Algeria","Area harvested",2500,2425,1970,2298.33333333333
"Almonds","Algeria","Area harvested",39313,39757,39805,39625
"Anise_badian_fennel_coriander","Algeria","Area harvested",0,0,0,0
"Apples","Algeria","Area harvested",36616,39852,40978,39148.6666666667
"Apricots","Algeria","Area harvested",34119,37190,38174,36494.3333333333
"Areca_nuts","Algeria","Area harvested",0,0,0,0
"Artichokes","Algeria","Area harvested",2724,3112,3760,3198.66666666667
"Asparagus","Algeria","Area harvested",0,0,0,0
"Avocados","Algeria","Area harvested",0,0,0,0
"Bambara_beans","Algeria","Area harvested",0,0,0,0
"Bananas & plantains","Algeria","Area harvested",12,11,12,11.6666666666667
"Barley","Algeria","Area harvested",1250762,1018792,852379,1040644.33333333
"Beans","Algeria","Area harvested",10534,10813,10415,10587.3333333333
"Beet_sugar","Algeria","Area harvested",0,0,0,0
"Berries_nes","Algeria","Area harvested",0,0,0,0
"Blueberries","Algeria","Area harvested",0,0,0,0
"Brazil_nuts","Algeria","Area harvested",0,0,0,0
"Buckwheat","Algeria","Area harvested",0,0,0,0
"Cabbages","Algeria","Area harvested",8408,8227,9431,8688.66666666667
"Carob","Algeria","Area harvested",921,868,827,872
"Carrots & turnips","Algeria","Area harvested",16337,17505,17893,17245
"Cashew","Algeria","Area harvested",0,0,0,0
"Cassava","Algeria","Area harvested",0,0,0,0
"Castor_oil","Algeria","Area harvested",0,0,0,0
"Cereals_nes","Algeria","Area harvested",0,0,0,0
"Cherries","Algeria","Area harvested",2754,2850,2879,2827.66666666667
"Chestnut","Algeria","Area harvested",0,0,0,0
"Chickpeas","Algeria","Area harvested",22274,25525,27734,25177.6666666667
"Chicory_roots","Algeria","Area harvested",0,0,0,0
"Chillies & peppers","Algeria","Area harvested",24418,25049,24861,24776
"Cinnamon","Algeria","Area harvested",0,0,0,0
"Clover","Algeria","Area harvested",3500,3500,3500,3500
"Cloves","Algeria","Area harvested",0,0,0,0
"Cocoa beans","Algeria","Area harvested",0,0,0,0
"Coconuts","Algeria","Area harvested",0,0,0,0
"Coffee","Algeria","Area harvested",0,0,0,0
"Cottonseed oil","Algeria","Area harvested",169,200,236,201.666666666667
"Cowpeas","Algeria","Area harvested",0,0,0,0
"Cranberries","Algeria","Area harvested",0,0,0,0
"Cucumbers","Algeria","Area harvested",11950,4350,3963,6754.33333333333
"Currants","Algeria","Area harvested",0,0,0,0
"Dates","Algeria","Area harvested",160867,161091,162134,161364
"Eggplants","Algeria","Area harvested",4133,4589,4435,4385.66666666667
"Faba_beans","Algeria","Area harvested",32278,34210,37090,34526
"Figs","Algeria","Area harvested",46935,46921,46331,46729
"Fonio","Algeria","Area harvested",0,0,0,0
"Fruit_citrus_nes","Algeria","Area harvested",438,450,450,446
"Fruit_fresh_nes","Algeria","Area harvested",11956,15451,15570,14325.6666666667
"Fruit_pome_nes","Algeria","Area harvested",0,0,0,0
"Fruit_stone_nes","Algeria","Area harvested",4239,4500,4550,4429.66666666667
"Fruit_tropical_fresh_nes","Algeria","Area harvested",0,0,0,0
"Garlic","Algeria","Area harvested",11193,10574,9503,10423.3333333333
"Ginger","Algeria","Area harvested",0,0,0,0
"Gooseberries","Algeria","Area harvested",0,0,0,0
"Grain_mixed","Algeria","Area harvested",0,0,0,0
"Grapefruit","Algeria","Area harvested",86,79,83,82.6666666666667
"Grapes","Algeria","Area harvested",69110,69224,72042,70125.3333333333
"Groundnut","Algeria","Area harvested",2574,2524,2552,2550
"Hazelnuts","Algeria","Area harvested",0,0,0,0
"Hempseed","Algeria","Area harvested",0,0,0,0
"Hops","Algeria","Area harvested",0,0,0,0
"Kiwi","Algeria","Area harvested",0,0,0,0
"Kola_nuts","Algeria","Area harvested",0,0,0,0
"Leeks","Algeria","Area harvested",0,0,0,0
"Lemons & limes","Algeria","Area harvested",3568,3668,3792,3676
"Lentils","Algeria","Area harvested",2588,4233,3700,3507
"Lettuce","Algeria","Area harvested",0,0,0,0
"Linseed","Algeria","Area harvested",0,0,0,0
"Lupins","Algeria","Area harvested",0,0,0,0
"Maize","Algeria","Area harvested",4068,4039,4146,4084.33333333333
"Mangoes_mangosteens_guavas","Algeria","Area harvested",0,0,0,0
"Mate","Algeria","Area harvested",0,0,0,0
"Melons","Algeria","Area harvested",0,0,0,0
"Millets","Algeria","Area harvested",0,0,0,0
"Mustard_seed","Algeria","Area harvested",0,0,0,0
"Nutmeg_mace_cardamoms","Algeria","Area harvested",0,0,0,0
"Nuts_nes","Algeria","Area harvested",0,0,0,0
"Oats","Algeria","Area harvested",76582,81670,59385,72545.6666666667
"Oilseeds_nes","Algeria","Area harvested",0,0,0,0
"Okra","Algeria","Area harvested",0,0,0,0
"Olives","Algeria","Area harvested",288442,294200,311930,298190.666666667
"Onions","Algeria","Area harvested",42698,42485,46043,43742
"Oranges","Algeria","Area harvested",35085,38451,39458,37664.6666666667
"Palm oil","Algeria","Area harvested",0,0,0,0
"Papayas","Algeria","Area harvested",0,0,0,0
"Peaches & nectarines","Algeria","Area harvested",17750,18378,19091,18406.3333333333
"Pears","Algeria","Area harvested",23417,24649,25743,24603
"Peas","Algeria","Area harvested",37211,39974,42584,39923
"Pepper","Algeria","Area harvested",0,0,0,0
"Peppermint","Algeria","Area harvested",0,0,0,0
"Persimmons","Algeria","Area harvested",0,0,0,0
"Pigeonpeas","Algeria","Area harvested",0,0,0,0
"Pineapples","Algeria","Area harvested",0,0,0,0
"Pistachios","Algeria","Area harvested",0,0,0,0
"Plums","Algeria","Area harvested",15049,15953,16515,15839
"Poppy","Algeria","Area harvested",0,0,0,0
"Potatoes","Algeria","Area harvested",105121,121996,131903,119673.333333333
"Pulses_nes","Algeria","Area harvested",205,173,221,199.666666666667
"Pumpkins & gourds","Algeria","Area harvested",11949,13052,12272,12424.3333333333
"Quinces","Algeria","Area harvested",1839,1893,1918,1883.33333333333
"Quinoa","Algeria","Area harvested",0,0,0,0
"Rapeseed","Algeria","Area harvested",15649,16788,16343,16260
"Raspberries","Algeria","Area harvested",0,0,0,0
"Rice","Algeria","Area harvested",170,138,179,162.333333333333
"Roots_tubers_nes","Algeria","Area harvested",0,0,0,0
"Rye","Algeria","Area harvested",0,0,0,0
"Safflower_seed","Algeria","Area harvested",0,0,0,0
"Sesame","Algeria","Area harvested",0,0,0,0
"Sheanuts","Algeria","Area harvested",0,0,0,0
"Sorghum","Algeria","Area harvested",43,35,94,57.3333333333333
"Soybean","Algeria","Area harvested",0,0,0,0
"Spices_nes","Algeria","Area harvested",0,0,0,0
"Spinach","Algeria","Area harvested",0,0,0,0
"Strawberries","Algeria","Area harvested",0,0,0,0
"Sugarcane","Algeria","Area harvested",0,0,0,0
"Sunflower","Algeria","Area harvested",169,170,175,171.333333333333
"Sweet potatoes","Algeria","Area harvested",0,0,0,0
"Tangerines_mandarins","Algeria","Area harvested",11828,11779,11894,11833.6666666667
"Taro","Algeria","Area harvested",0,0,0,0
"Tea","Algeria","Area harvested",0,0,0,0
"Tea_nes","Algeria","Area harvested",0,0,0,0
"Tomatoes","Algeria","Area harvested",20789,21358,20575,20907.3333333333
"Triticale","Algeria","Area harvested",0,0,0,0
"Vanilla","Algeria","Area harvested",0,0,0,0
"Vegetables_fresh_nes","Algeria","Area harvested",29203,34243,39258,34234.6666666667
"Vegetables_leguminous_nes","Algeria","Area harvested",21420,27782,27937,25713
"Vetches","Algeria","Area harvested",149,135,148,144
"Walnuts","Algeria","Area harvested",0,0,0,0
"Watermelons","Algeria","Area harvested",77791,49455,50759,59335
"Wheat","Algeria","Area harvested",1848575,1755728,1672431,1758911.33333333
"Yams","Algeria","Area harvested",0,0,0,0
"Yautia","Algeria","Area harvested",0,0,0,0
"Alfalfa","Angola","Area harvested",0,0,0,0
"Almonds","Angola","Area harvested",0,0,0,0
"Anise_badian_fennel_coriander","Angola","Area harvested",0,0,0,0
"Apples","Angola","Area harvested",0,0,0,0
"Apricots","Angola","Area harvested",0,0,0,0
"Areca_nuts","Angola","Area harvested",0,0,0,0
"Artichokes","Angola","Area harvested",0,0,0,0
"Asparagus","Angola","Area harvested",0,0,0,0
"Avocados","Angola","Area harvested",0,0,0,0
"Bambara_beans","Angola","Area harvested",0,0,0,0
"Bananas & plantains","Angola","Area harvested",106376,108740,104750,106622
"Barley","Angola","Area harvested",0,0,0,0
"Beans","Angola","Area harvested",687446,691602,786906,721984.666666667
"Beet_sugar","Angola","Area harvested",0,0,0,0
"Berries_nes","Angola","Area harvested",0,0,0,0
"Blueberries","Angola","Area harvested",0,0,0,0
"Brazil_nuts","Angola","Area harvested",0,0,0,0
"Buckwheat","Angola","Area harvested",0,0,0,0
"Cabbages","Angola","Area harvested",0,0,0,0
"Carob","Angola","Area harvested",0,0,0,0
"Carrots & turnips","Angola","Area harvested",0,0,0,0
"Cashew","Angola","Area harvested",2800,2800,2800,2800
"Cassava","Angola","Area harvested",845259,889619,1072478,935785.333333333
"Castor_oil","Angola","Area harvested",23033,15000,16000,18011
"Cereals_nes","Angola","Area harvested",0,0,0,0
"Cherries","Angola","Area harvested",0,0,0,0
"Chestnut","Angola","Area harvested",0,0,0,0
"Chickpeas","Angola","Area harvested",0,0,0,0
"Chicory_roots","Angola","Area harvested",0,0,0,0
"Chillies & peppers","Angola","Area harvested",0,0,0,0
"Cinnamon","Angola","Area harvested",0,0,0,0
"Clover","Angola","Area harvested",0,0,0,0
"Cloves","Angola","Area harvested",0,0,0,0
"Cocoa beans","Angola","Area harvested",2109,2094,2430,2211
"Coconuts","Angola","Area harvested",0,0,0,0
"Coffee","Angola","Area harvested",45189,29052,30000,34747
"Cottonseed oil","Angola","Area harvested",2000,2000,3000,2333.33333333333
"Cowpeas","Angola","Area harvested",0,0,0,0
"Cranberries","Angola","Area harvested",0,0,0,0
"Cucumbers","Angola","Area harvested",0,0,0,0
"Currants","Angola","Area harvested",0,0,0,0
"Dates","Angola","Area harvested",0,0,0,0
"Eggplants","Angola","Area harvested",0,0,0,0
"Faba_beans","Angola","Area harvested",0,0,0,0
"Figs","Angola","Area harvested",0,0,0,0
"Fonio","Angola","Area harvested",0,0,0,0
"Fruit_citrus_nes","Angola","Area harvested",19490,21027,21196,20571
"Fruit_fresh_nes","Angola","Area harvested",8208,8200,8084,8164
"Fruit_pome_nes","Angola","Area harvested",0,0,0,0
"Fruit_stone_nes","Angola","Area harvested",0,0,0,0
"Fruit_tropical_fresh_nes","Angola","Area harvested",0,0,0,0
"Garlic","Angola","Area harvested",0,0,0,0
"Ginger","Angola","Area harvested",0,0,0,0
"Gooseberries","Angola","Area harvested",0,0,0,0
"Grain_mixed","Angola","Area harvested",0,0,0,0
"Grapefruit","Angola","Area harvested",0,0,0,0
"Grapes","Angola","Area harvested",0,0,0,0
"Groundnut","Angola","Area harvested",277772,285287,314232,292430.333333333
"Hazelnuts","Angola","Area harvested",0,0,0,0
"Hempseed","Angola","Area harvested",0,0,0,0
"Hops","Angola","Area harvested",0,0,0,0
"Kiwi","Angola","Area harvested",0,0,0,0
"Kola_nuts","Angola","Area harvested",0,0,0,0
"Leeks","Angola","Area harvested",0,0,0,0
"Lemons & limes","Angola","Area harvested",0,0,0,0
"Lentils","Angola","Area harvested",0,0,0,0
"Lettuce","Angola","Area harvested",0,0,0,0
"Linseed","Angola","Area harvested",0,0,0,0
"Lupins","Angola","Area harvested",0,0,0,0
"Maize","Angola","Area harvested",1466891,1489815,1711142,1555949.33333333
"Mangoes_mangosteens_guavas","Angola","Area harvested",0,0,0,0
"Mate","Angola","Area harvested",0,0,0,0
"Melons","Angola","Area harvested",0,0,0,0
"Millets","Angola","Area harvested",192206,194381,204887,197158
"Mustard_seed","Angola","Area harvested",0,0,0,0
"Nutmeg_mace_cardamoms","Angola","Area harvested",0,0,0,0
"Nuts_nes","Angola","Area harvested",0,0,0,0
"Oats","Angola","Area harvested",0,0,0,0
"Oilseeds_nes","Angola","Area harvested",0,0,0,0
"Okra","Angola","Area harvested",0,0,0,0
"Olives","Angola","Area harvested",0,0,0,0
"Onions","Angola","Area harvested",26034,13400,12653,17362.3333333333
"Oranges","Angola","Area harvested",0,0,0,0
"Palm oil","Angola","Area harvested",23000,23000,23000,23000
"Papayas","Angola","Area harvested",0,0,0,0
"Peaches & nectarines","Angola","Area harvested",0,0,0,0
"Pears","Angola","Area harvested",0,0,0,0
