"Item","Country","Element","Y2009","Y2010","Y2011","Average"
"Pigeonpeas","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Pineapples","China, mainland","Gross Production Value (current million US$)",751.01,620.38,715.74,695.71
"Pistachios","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Plums","China, mainland","Gross Production Value (current million US$)",4699.85,3748.89,4401.08,4283.27333333333
"Poppy","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Potatoes","China, mainland","Gross Production Value (current million US$)",17798.34,22400.64,39143.03,26447.3366666667
"Pulses_nes","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Pumpkins & gourds","China, mainland","Gross Production Value (current million US$)",1133.24,2786.11,2201.9,2040.41666666667
"Quinces","China, mainland","Gross Production Value (current million US$)",33.82,38.43,75.88,49.3766666666667
"Quinoa","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Rapeseed","China, mainland","Gross Production Value (current million US$)",6398.59,8115.86,9144.64,7886.36333333333
"Raspberries","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Rice","China, mainland","Gross Production Value (current million US$)",55417.25,58063.23,81178.23,64886.2366666667
"Roots_tubers_nes","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Rye","China, mainland","Gross Production Value (current million US$)",507.32,463.07,114.11,361.5
"Safflower_seed","China, mainland","Gross Production Value (current million US$)",38.83,35.61,58.35,44.2633333333333
"Sesame","China, mainland","Gross Production Value (current million US$)",1001.69,1517.36,1067.65,1195.56666666667
"Sheanuts","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Sorghum","China, mainland","Gross Production Value (current million US$)",280.82,375.11,252.39,302.773333333333
"Soybean","China, mainland","Gross Production Value (current million US$)",8729.78,11139.59,11637.33,10502.2333333333
"Spices_nes","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Spinach","China, mainland","Gross Production Value (current million US$)",5469.39,5164.82,9065.39,6566.53333333333
"Strawberries","China, mainland","Gross Production Value (current million US$)",7.6,8.44,32.61,16.2166666666667
"Sugarcane","China, mainland","Gross Production Value (current million US$)",35494,43104.32,46433.98,41677.4333333333
"Sunflower","China, mainland","Gross Production Value (current million US$)",801.73,1188.04,3387.15,1792.30666666667
"Sweet potatoes","China, mainland","Gross Production Value (current million US$)",20172.52,25198.93,24498.48,23289.9766666667
"Tangerines_mandarins","China, mainland","Gross Production Value (current million US$)",2135.24,3405.29,7491.13,4343.88666666667
"Taro","China, mainland","Gross Production Value (current million US$)",1140.26,962.8,1131.5,1078.18666666667
"Tea","China, mainland","Gross Production Value (current million US$)",5272.84,5911.37,7147.73,6110.64666666667
"Tea_nes","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Tomatoes","China, mainland","Gross Production Value (current million US$)",24124.19,22723.84,21562.5,22803.51
"Triticale","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Vanilla","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Vegetables_fresh_nes","China, mainland","Gross Production Value (current million US$)",38045.1,44148.45,56413.81,46202.4533333333
"Vegetables_leguminous_nes","China, mainland","Gross Production Value (current million US$)",43.4,50.67,62.06,52.0433333333333
"Vetches","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Walnuts","China, mainland","Gross Production Value (current million US$)",4101.01,5691.36,8456.93,6083.1
"Watermelons","China, mainland","Gross Production Value (current million US$)",14797.09,36255.78,41058.52,30703.7966666667
"Wheat","China, mainland","Gross Production Value (current million US$)",31180.49,32189.43,37749.31,33706.41
"Yams","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Yautia","China, mainland","Gross Production Value (current million US$)",0,0,0,0
"Alfalfa","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Almonds","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Anise_badian_fennel_coriander","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Apples","Colombia","Gross Production Value (current million US$)",0.64,1.05,0.76,0.816666666666667
"Apricots","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Areca_nuts","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Artichokes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Asparagus","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Avocados","Colombia","Gross Production Value (current million US$)",223.5,292.09,350.13,288.573333333333
"Bambara_beans","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Bananas & plantains","Colombia","Gross Production Value (current million US$)",1695.93,2020.78,2828.84,2181.85
"Barley","Colombia","Gross Production Value (current million US$)",6.98,5.42,2.86,5.08666666666667
"Beans","Colombia","Gross Production Value (current million US$)",233.32,315.4,350.5,299.74
"Beet_sugar","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Berries_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Blueberries","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Brazil_nuts","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Buckwheat","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cabbages","Colombia","Gross Production Value (current million US$)",79.17,91.19,91.3,87.22
"Carob","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Carrots & turnips","Colombia","Gross Production Value (current million US$)",79.76,142.97,165.3,129.343333333333
"Cashew","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cassava","Colombia","Gross Production Value (current million US$)",598.53,502.98,895.72,665.743333333333
"Castor_oil","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cereals_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cherries","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Chestnut","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Chickpeas","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Chicory_roots","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Chillies & peppers","Colombia","Gross Production Value (current million US$)",11.81,20.68,23.61,18.7
"Cinnamon","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Clover","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cloves","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cocoa beans","Colombia","Gross Production Value (current million US$)",96.59,109.96,131.69,112.746666666667
"Coconuts","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Coffee","Colombia","Gross Production Value (current million US$)",1149.62,1703.66,1980.01,1611.09666666667
"Cottonseed oil","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cowpeas","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cranberries","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Cucumbers","Colombia","Gross Production Value (current million US$)",8.17,13.89,15.93,12.6633333333333
"Currants","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Dates","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Eggplants","Colombia","Gross Production Value (current million US$)",0.74,1.36,2.68,1.59333333333333
"Faba_beans","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Figs","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Fonio","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Fruit_citrus_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Fruit_fresh_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Fruit_pome_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Fruit_stone_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Fruit_tropical_fresh_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Garlic","Colombia","Gross Production Value (current million US$)",5.89,7.34,13.33,8.85333333333333
"Ginger","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Gooseberries","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Hops","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Kiwi","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Kola_nuts","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Leeks","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Lemons & limes","Colombia","Gross Production Value (current million US$)",49.92,55.27,71.89,59.0266666666667
"Lentils","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Lettuce","Colombia","Gross Production Value (current million US$)",26.09,33.36,39.95,33.1333333333333
"Linseed","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Lupins","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Maize","Colombia","Gross Production Value (current million US$)",500.62,496.02,729.25,575.296666666667
"Mangoes_mangosteens_guavas","Colombia","Gross Production Value (current million US$)",130.07,138.09,310.38,192.846666666667
"Mate","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Melons","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Millets","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Mustard_seed","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Nutmeg_mace_cardamoms","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Nuts_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Oats","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Oilseeds_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Okra","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Olives","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Onions","Colombia","Gross Production Value (current million US$)",236.32,288.54,193.14,239.333333333333
"Oranges","Colombia","Gross Production Value (current million US$)",60.74,48.18,79.83,62.9166666666667
"Palm oil","Colombia","Gross Production Value (current million US$)",624.77,695.34,923.92,748.01
"Papayas","Colombia","Gross Production Value (current million US$)",106.28,72.42,150.79,109.83
"Peaches & nectarines","Colombia","Gross Production Value (current million US$)",16.66,18.62,21.1,18.7933333333333
"Pears","Colombia","Gross Production Value (current million US$)",12.62,17.06,16.24,15.3066666666667
"Peas","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Pepper","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Peppermint","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Persimmons","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Pigeonpeas","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Pineapples","Colombia","Gross Production Value (current million US$)",78.06,137.48,192.29,135.943333333333
"Pistachios","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Plums","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Potatoes","Colombia","Gross Production Value (current million US$)",854.88,876.8,1115.56,949.08
"Pulses_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Pumpkins & gourds","Colombia","Gross Production Value (current million US$)",5.86,9.46,9.95,8.42333333333333
"Quinces","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Quinoa","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Rapeseed","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Raspberries","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Rice","Colombia","Gross Production Value (current million US$)",979.27,882.95,1245.53,1035.91666666667
"Roots_tubers_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Rye","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Safflower_seed","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Sesame","Colombia","Gross Production Value (current million US$)",1.83,1.5,1.76,1.69666666666667
"Sheanuts","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Sorghum","Colombia","Gross Production Value (current million US$)",26.75,30.33,18.07,25.05
"Soybean","Colombia","Gross Production Value (current million US$)",29.84,28.96,47.69,35.4966666666667
"Spices_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Spinach","Colombia","Gross Production Value (current million US$)",3.65,11.04,9.12,7.93666666666667
"Strawberries","Colombia","Gross Production Value (current million US$)",91.79,97.29,101.21,96.7633333333333
"Sugarcane","Colombia","Gross Production Value (current million US$)",1016.9,1217.62,1358.61,1197.71
"Sunflower","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Sweet potatoes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Tangerines_mandarins","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Taro","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Tea","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Tea_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Tomatoes","Colombia","Gross Production Value (current million US$)",286.26,383.62,477.31,382.396666666667
"Triticale","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Vanilla","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Vegetables_fresh_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Vegetables_leguminous_nes","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Vetches","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Walnuts","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Watermelons","Colombia","Gross Production Value (current million US$)",31.49,21.16,29.02,27.2233333333333
"Wheat","Colombia","Gross Production Value (current million US$)",9.26,6.77,5.75,7.26
"Yams","Colombia","Gross Production Value (current million US$)",119.56,182.62,170.39,157.523333333333
"Yautia","Colombia","Gross Production Value (current million US$)",0,0,0,0
"Alfalfa","Congo","Gross Production Value (current million US$)",0,0,0,0
"Almonds","Congo","Gross Production Value (current million US$)",0,0,0,0
"Anise_badian_fennel_coriander","Congo","Gross Production Value (current million US$)",0,0,0,0
"Apples","Congo","Gross Production Value (current million US$)",0,0,0,0
"Apricots","Congo","Gross Production Value (current million US$)",0,0,0,0
"Areca_nuts","Congo","Gross Production Value (current million US$)",0,0,0,0
"Artichokes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Asparagus","Congo","Gross Production Value (current million US$)",0,0,0,0
"Avocados","Congo","Gross Production Value (current million US$)",2,2.13,2.66,2.26333333333333
"Bambara_beans","Congo","Gross Production Value (current million US$)",0,0,0,0
"Bananas & plantains","Congo","Gross Production Value (current million US$)",55.3,59.06,76.34,63.5666666666667
"Barley","Congo","Gross Production Value (current million US$)",0,0,0,0
"Beans","Congo","Gross Production Value (current million US$)",5.17,4.72,6.3,5.39666666666667
"Beet_sugar","Congo","Gross Production Value (current million US$)",0,0,0,0
"Berries_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Blueberries","Congo","Gross Production Value (current million US$)",0,0,0,0
"Brazil_nuts","Congo","Gross Production Value (current million US$)",0,0,0,0
"Buckwheat","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cabbages","Congo","Gross Production Value (current million US$)",2.8,2.81,3.58,3.06333333333333
"Carob","Congo","Gross Production Value (current million US$)",0,0,0,0
"Carrots & turnips","Congo","Gross Production Value (current million US$)",2.65,3.24,4.13,3.34
"Cashew","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cassava","Congo","Gross Production Value (current million US$)",129.26,130.71,161.33,140.433333333333
"Castor_oil","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cereals_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cherries","Congo","Gross Production Value (current million US$)",0,0,0,0
"Chestnut","Congo","Gross Production Value (current million US$)",0,0,0,0
"Chickpeas","Congo","Gross Production Value (current million US$)",0,0,0,0
"Chicory_roots","Congo","Gross Production Value (current million US$)",0,0,0,0
"Chillies & peppers","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cinnamon","Congo","Gross Production Value (current million US$)",0,0,0,0
"Clover","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cloves","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cocoa beans","Congo","Gross Production Value (current million US$)",0.58,0.91,1.4,0.963333333333333
"Coconuts","Congo","Gross Production Value (current million US$)",1.12,1.2,1.52,1.28
"Coffee","Congo","Gross Production Value (current million US$)",2.23,2.23,2.88,2.44666666666667
"Cottonseed oil","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cowpeas","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cranberries","Congo","Gross Production Value (current million US$)",0,0,0,0
"Cucumbers","Congo","Gross Production Value (current million US$)",0,0,0,0
"Currants","Congo","Gross Production Value (current million US$)",0,0,0,0
"Dates","Congo","Gross Production Value (current million US$)",0,0,0,0
"Eggplants","Congo","Gross Production Value (current million US$)",0.36,0.36,0.46,0.393333333333333
"Faba_beans","Congo","Gross Production Value (current million US$)",0,0,0,0
"Figs","Congo","Gross Production Value (current million US$)",0,0,0,0
"Fonio","Congo","Gross Production Value (current million US$)",0,0,0,0
"Fruit_citrus_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Fruit_fresh_nes","Congo","Gross Production Value (current million US$)",7.81,8.27,10.37,8.81666666666667
"Fruit_pome_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Fruit_stone_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Fruit_tropical_fresh_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Garlic","Congo","Gross Production Value (current million US$)",0,0,0,0
"Ginger","Congo","Gross Production Value (current million US$)",0,0,0,0
"Gooseberries","Congo","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Congo","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Congo","Gross Production Value (current million US$)",0.76,0.85,1.3,0.97
"Grapes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Congo","Gross Production Value (current million US$)",14.94,15.53,18.75,16.4066666666667
"Hazelnuts","Congo","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Congo","Gross Production Value (current million US$)",0,0,0,0
"Hops","Congo","Gross Production Value (current million US$)",0,0,0,0
"Kiwi","Congo","Gross Production Value (current million US$)",0,0,0,0
"Kola_nuts","Congo","Gross Production Value (current million US$)",0,0,0,0
"Leeks","Congo","Gross Production Value (current million US$)",0,0,0,0
"Lemons & limes","Congo","Gross Production Value (current million US$)",0.64,0.69,1.06,0.796666666666667
"Lentils","Congo","Gross Production Value (current million US$)",0,0,0,0
"Lettuce","Congo","Gross Production Value (current million US$)",1.64,1.68,2.14,1.82
"Linseed","Congo","Gross Production Value (current million US$)",0,0,0,0
"Lupins","Congo","Gross Production Value (current million US$)",0,0,0,0
"Maize","Congo","Gross Production Value (current million US$)",5.17,5.54,7.8,6.17
"Mangoes_mangosteens_guavas","Congo","Gross Production Value (current million US$)",9.39,10.04,12.07,10.5
"Mate","Congo","Gross Production Value (current million US$)",0,0,0,0
"Melons","Congo","Gross Production Value (current million US$)",0,0,0,0
"Millets","Congo","Gross Production Value (current million US$)",0,0,0,0
"Mustard_seed","Congo","Gross Production Value (current million US$)",0,0,0,0
"Nutmeg_mace_cardamoms","Congo","Gross Production Value (current million US$)",0,0,0,0
"Nuts_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Oats","Congo","Gross Production Value (current million US$)",0,0,0,0
"Oilseeds_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Okra","Congo","Gross Production Value (current million US$)",2.11,2.81,3.57,2.83
"Olives","Congo","Gross Production Value (current million US$)",0,0,0,0
"Onions","Congo","Gross Production Value (current million US$)",2.93,2.84,3.61,3.12666666666667
"Oranges","Congo","Gross Production Value (current million US$)",1.07,1.14,1.43,1.21333333333333
"Palm oil","Congo","Gross Production Value (current million US$)",11.55,11.11,13.15,11.9366666666667
"Papayas","Congo","Gross Production Value (current million US$)",0.62,0.68,0.85,0.716666666666667
"Peaches & nectarines","Congo","Gross Production Value (current million US$)",0,0,0,0
"Pears","Congo","Gross Production Value (current million US$)",0,0,0,0
"Peas","Congo","Gross Production Value (current million US$)",0,0,0,0
"Pepper","Congo","Gross Production Value (current million US$)",0,0,0,0
"Peppermint","Congo","Gross Production Value (current million US$)",0,0,0,0
"Persimmons","Congo","Gross Production Value (current million US$)",0,0,0,0
"Pigeonpeas","Congo","Gross Production Value (current million US$)",0,0,0,0
"Pineapples","Congo","Gross Production Value (current million US$)",2.75,2.93,3.65,3.11
"Pistachios","Congo","Gross Production Value (current million US$)",0,0,0,0
"Plums","Congo","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Congo","Gross Production Value (current million US$)",0,0,0,0
"Potatoes","Congo","Gross Production Value (current million US$)",4,4.18,5.22,4.46666666666667
"Pulses_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Pumpkins & gourds","Congo","Gross Production Value (current million US$)",0,0,0,0
"Quinces","Congo","Gross Production Value (current million US$)",0,0,0,0
"Quinoa","Congo","Gross Production Value (current million US$)",0,0,0,0
"Rapeseed","Congo","Gross Production Value (current million US$)",0,0,0,0
"Raspberries","Congo","Gross Production Value (current million US$)",0,0,0,0
"Rice","Congo","Gross Production Value (current million US$)",0.47,0.54,0.68,0.563333333333333
"Roots_tubers_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Rye","Congo","Gross Production Value (current million US$)",0,0,0,0
"Safflower_seed","Congo","Gross Production Value (current million US$)",0,0,0,0
"Sesame","Congo","Gross Production Value (current million US$)",0,0,0,0
"Sheanuts","Congo","Gross Production Value (current million US$)",0,0,0,0
"Sorghum","Congo","Gross Production Value (current million US$)",0,0,0,0
"Soybean","Congo","Gross Production Value (current million US$)",0,0,0,0
"Spices_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Spinach","Congo","Gross Production Value (current million US$)",2.08,1.34,1.71,1.71
"Strawberries","Congo","Gross Production Value (current million US$)",0,0,0,0
"Sugarcane","Congo","Gross Production Value (current million US$)",130.51,146.95,181.18,152.88
"Sunflower","Congo","Gross Production Value (current million US$)",0,0,0,0
"Sweet potatoes","Congo","Gross Production Value (current million US$)",1.22,1.59,2.07,1.62666666666667
"Tangerines_mandarins","Congo","Gross Production Value (current million US$)",1.21,1.31,2,1.50666666666667
"Taro","Congo","Gross Production Value (current million US$)",0,0,0,0
"Tea","Congo","Gross Production Value (current million US$)",0,0,0,0
"Tea_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Tomatoes","Congo","Gross Production Value (current million US$)",3.7,3.64,4.64,3.99333333333333
"Triticale","Congo","Gross Production Value (current million US$)",0,0,0,0
"Vanilla","Congo","Gross Production Value (current million US$)",0,0,0,0
"Vegetables_fresh_nes","Congo","Gross Production Value (current million US$)",153.41,145.49,181.84,160.246666666667
"Vegetables_leguminous_nes","Congo","Gross Production Value (current million US$)",0,0,0,0
"Vetches","Congo","Gross Production Value (current million US$)",0,0,0,0
"Walnuts","Congo","Gross Production Value (current million US$)",0,0,0,0
"Watermelons","Congo","Gross Production Value (current million US$)",0,0,0,0
"Wheat","Congo","Gross Production Value (current million US$)",0,0,0,0
"Yams","Congo","Gross Production Value (current million US$)",2.68,2.88,3.68,3.08
"Yautia","Congo","Gross Production Value (current million US$)",0,0,0,0
"Alfalfa","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Almonds","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Anise_badian_fennel_coriander","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Apples","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Apricots","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Areca_nuts","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Artichokes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Asparagus","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Avocados","Costa Rica","Gross Production Value (current million US$)",26.3,31.67,35.79,31.2533333333333
"Bambara_beans","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Bananas & plantains","Costa Rica","Gross Production Value (current million US$)",719.4,830.01,897.66,815.69
"Barley","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Beans","Costa Rica","Gross Production Value (current million US$)",9.78,14.66,21.99,15.4766666666667
"Beet_sugar","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Berries_nes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Blueberries","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Brazil_nuts","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Buckwheat","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cabbages","Costa Rica","Gross Production Value (current million US$)",1.12,1.3,1.34,1.25333333333333
"Carob","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Carrots & turnips","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cashew","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cassava","Costa Rica","Gross Production Value (current million US$)",35.62,20.8,69.45,41.9566666666667
"Castor_oil","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cereals_nes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cherries","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Chestnut","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Chickpeas","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Chicory_roots","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Chillies & peppers","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cinnamon","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Clover","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cloves","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cocoa beans","Costa Rica","Gross Production Value (current million US$)",0.3,0.37,0.43,0.366666666666667
"Coconuts","Costa Rica","Gross Production Value (current million US$)",2.09,2.62,3.58,2.76333333333333
"Coffee","Costa Rica","Gross Production Value (current million US$)",103.32,134.74,200.27,146.11
"Cottonseed oil","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cowpeas","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cranberries","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Cucumbers","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Currants","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Dates","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Eggplants","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Faba_beans","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Figs","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Fonio","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Fruit_citrus_nes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Fruit_fresh_nes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Fruit_pome_nes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Fruit_stone_nes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Fruit_tropical_fresh_nes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Garlic","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Ginger","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Gooseberries","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Hops","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
"Kiwi","Costa Rica","Gross Production Value (current million US$)",0,0,0,0
