"Country","Region_crops","HA_value","PV_value","PQ_value","HA_percentage","PV_percentage","PQ_percentage"
"Albania","Africa_Southern",9163.33,40.3,262574,0.0177137980162343,0.0341054306339548,0.0358794489813356
"Albania","Africa_West",1949.33,15.18,43906,0.00376828487973106,0.0128466609683234,0.00599953950876523
"Albania","America_Caribbean",3740,26.29,61778,0.00722986126012229,0.0222489273291978,0.00844166063345553
"Albania","America_Central_and_Mexico",77255,183.09,513680.33,0.149343029853141,0.154946980019126,0.0701918971145302
"Albania","America_North",10486.67,108.71,192136,0.0202719703691675,0.092000033851544,0.0262544418315519
"Albania","America_South_andean",29737.67,192.21,432156,0.0574864246789574,0.162665132063336,0.0590519973568521
"Albania","America_South_temperate",0,0,0,0,0,0
"Albania","America_South_tropical",4160.33,29.34,70314,0.00804240874233277,0.0248301075632812,0.00960806315809499
"Albania","Asia_Central",318280,480.3,5583682.67,0.615272791944311,0.406472415223039,0.762982844783691
"Albania","Asia_East",27253.33,222.61,474261.33,0.0526839023466119,0.188392305544037,0.0648054841437285
"Albania","Asia_South",75273.67,72.13,973095.67,0.145512885197922,0.0610427968145697,0.132968749555263
"Albania","Asia_Southeast",8868.67,71.75,175756.33,0.0171441854710719,0.0607212071460609,0.0240162402803849
"Albania","Asia_West",373130.67,682.84,5861366.33,0.721305608555207,0.577879708538206,0.800926954680027
"Albania","Europe_Eastern_north",77352.33,39.93,933142,0.149531180226523,0.0337923038514594,0.127509276551911
"Albania","Europe_Eastern_south",124131.33,184.03,1119752.67,0.239960506399587,0.155742491304385,0.153008709144772
"Albania","Europe_Western_north",77352.33,39.93,933142,0.149531180226523,0.0337923038514594,0.127509276551911
"Albania","Europe_Western_south",125391.67,165.86,1071044.67,0.242396892319529,0.140365427418058,0.14635299989335
"Albania","Mediterranean_SouthandEast",207690.33,354.16,1524695.33,0.401489912023801,0.29972157105016,0.208342137092079
"Albania","Not_Specified",10118.33,22.99,30739.67,0.0195599256909447,0.0194561749447797,0.00420042510480129
"Albania","Pacific_Region_tropical",1949.33,15.18,43906,0.00376828487973106,0.0128466609683234,0.00599953950876523
"Algeria","Africa_Central",219.67,0.2,726.67,5.18636270163056e-05,1.77441663834993e-05,4.31597890531827e-05
"Algeria","Africa_East",338372.67,404.55,591572.93,0.0798890788427708,0.0358920125522233,0.0351358427737119
"Algeria","Africa_Southern",72018.33,615.06,1390532.27,0.0170033769083499,0.0545686348791755,0.0825891800196007
"Algeria","Africa_West",219.67,0.2,726.67,5.18636270163056e-05,1.77441663834993e-05,4.31597890531827e-05
"Algeria","America_Caribbean",24977.67,357.99,372530.6,0.00589717558436002,0.0317611706181447,0.02212605737385
"Algeria","America_Central_and_Mexico",52073.67,547.96,691825.6,0.012294484445988,0.0486154670575115,0.0410902431056622
"Algeria","America_North",82721,719.31,694324,0.0195302548842164,0.0638177816065746,0.0412386329070445
"Algeria","America_South_andean",151168,1848.94,4028519.67,0.0356904482578454,0.164039494965536,0.239269626039051
"Algeria","America_South_temperate",0,0,0,0,0,0
"Algeria","America_South_tropical",39952,481.14,584441.93,0.00943258354147331,0.0426871410687844,0.0347123046398433
"Algeria","Asia_Central",3043472.33,3619.18,6449926.33,0.718557444155172,0.321096660459166,0.38308649016936
"Algeria","Asia_East",277864.67,2702.96,2808638.33,0.0656032667450669,0.239808859839717,0.166816075865913
"Algeria","Asia_South",255267.67,2018.19,1103217.33,0.0602681623626412,0.179055495767573,0.0655244158182055
"Algeria","Asia_Southeast",51838.67,295.43,527109.33,0.0122390014380723,0.0262107953733861,0.0313070960556572
"Algeria","Asia_West",3630661.67,6005.62,7906325.33,0.857191617768823,0.532823602580357,0.469587754315762
"Algeria","Europe_Eastern_north",115194.33,504.39,457899,0.0271971400988447,0.0447499004108662,0.0271964223755808
"Algeria","Europe_Eastern_south",470440.33,1391.28,1815054.67,0.111069976822269,0.123435519030175,0.107803234862034
"Algeria","Europe_Western_north",115194.33,504.39,457899,0.0271971400988447,0.0447499004108662,0.0271964223755808
"Algeria","Europe_Western_south",473899.67,1118.37,1619053.67,0.111886719752494,0.0992227167915708,0.0961619646648151
"Algeria","Mediterranean_SouthandEast",3494336.67,5348.25,6679615.33,0.825005570730093,0.474501189302752,0.39672862317036
"Algeria","Not_Specified",79348.67,364.14,821486,0.0187340548327943,0.0323068037344373,0.0487912841732049
"Algeria","Pacific_Region_tropical",0,0,0,0,0,0
"Angola","Africa_Central",254380.33,15.31,460774.33,0.0560876314592396,0.00645683703550628,0.0217007154853215
"Angola","Africa_East",435591,17.07,141874.33,0.0960422823374812,0.00719909916368989,0.00668174043028963
"Angola","Africa_Southern",371574.67,9.18,99609,0.0819274947498833,0.00387157178223041,0.00469120440971048
"Angola","Africa_West",451538.33,19.58,504082,0.0995584660290381,0.00825766617604265,0.0237403417487946
"Angola","America_Caribbean",2333.33,0,6533.33,0.000514469625512269,0,0.000307694952324527
"Angola","America_Central_and_Mexico",3395908.67,1906.97,16410570.67,0.748754724676222,0.804245233285396,0.772875357577824
"Angola","America_North",15840.33,0,11096.33,0.00349259155074112,0,0.000522594868210731
"Angola","America_South_andean",826208,257.33,1118373.33,0.182168368964202,0.108526314457664,0.0526711230651708
"Angola","America_South_temperate",0,0,0,0,0,0
"Angola","America_South_tropical",1439613.33,1771.04,15483428.67,0.317416452352462,0.746918136078578,0.729210501602683
"Angola","Asia_Central",21179,0,26705,0.00466970047045397,0,0.00125770375931209
"Angola","Asia_East",235593.33,8.99,68295.33,0.0519453366040331,0.00379144121157423,0.00321644985150571
"Angola","Asia_South",370599.33,125.64,2798128.33,0.0817124446692915,0.0529873941960162,0.131781184035899
"Angola","Asia_Southeast",341330,125.64,2791470.33,0.0752589292025144,0.0529873941960162,0.131467617601542
"Angola","Asia_West",50448.33,0,33363,0.0111232159372311,0,0.00157127019366895
"Angola","Europe_Eastern_north",0,0,0,0,0,0
"Angola","Europe_Eastern_south",0,0,0,0,0,0
"Angola","Europe_Western_north",0,0,0,0,0,0
"Angola","Europe_Western_south",0,0,0,0,0,0
"Angola","Mediterranean_SouthandEast",21827.67,0,7811,0.00481272396562226,0,0.00036786834165837
"Angola","Not_Specified",85303.67,44.51,601714.33,0.0188083756518462,0.0187716405258252,0.0283384525322209
"Angola","Pacific_Region_tropical",0,0,0,0,0,0
"Antigua and Barbuda","Africa_Central",0,0,0,0,0,0
"Antigua and Barbuda","Africa_East",789,1.32,941,0.279787234042553,0.181318681318681,0.0707341695650638
"Antigua and Barbuda","Africa_Southern",823,1.86,1260,0.291843971631206,0.255494505494505,0.0947131282167698
"Antigua and Barbuda","Africa_West",130.67,1.52,904.33,0.0463368794326241,0.208791208791209,0.0679777168573583
"Antigua and Barbuda","America_Caribbean",720.33,0.15,235.33,0.255436170212766,0.0206043956043956,0.0176895559232162
"Antigua and Barbuda","America_Central_and_Mexico",1217,1.63,2549.33,0.431560283687943,0.223901098901099,0.191630967584808
"Antigua and Barbuda","America_North",34,0.54,319,0.0120567375886525,0.0741758241758242,0.023978958651706
"Antigua and Barbuda","America_South_andean",71,1.03,500.33,0.025177304964539,0.141483516483516,0.0376093805084892
"Antigua and Barbuda","America_South_temperate",0,0,0,0,0,0
"Antigua and Barbuda","America_South_tropical",1220,2.33,2823,0.432624113475177,0.320054945054945,0.212202508695191
"Antigua and Barbuda","Asia_Central",113.67,0.71,530.33,0.0403085106382979,0.0975274725274725,0.0398644549898409
"Antigua and Barbuda","Asia_East",286,2.81,1713.33,0.101418439716312,0.385989010989011,0.128789558704475
"Antigua and Barbuda","Asia_South",662.33,3.25,3413.67,0.234868794326241,0.446428571428571,0.256602670158524
"Antigua and Barbuda","Asia_Southeast",575,2.63,3036.67,0.203900709219858,0.361263736263736,0.228263900842872
"Antigua and Barbuda","Asia_West",202.67,2.03,1312,0.0718687943262411,0.278846153846154,0.098621923984446
"Antigua and Barbuda","Europe_Eastern_north",0,0,0,0,0,0
"Antigua and Barbuda","Europe_Eastern_south",108.33,0.61,424.67,0.0384148936170213,0.0837912087912088,0.0319220826665203
"Antigua and Barbuda","Europe_Western_north",0,0,0,0,0,0
"Antigua and Barbuda","Europe_Western_south",108.33,0.61,424.67,0.0384148936170213,0.0837912087912088,0.0319220826665203
"Antigua and Barbuda","Mediterranean_SouthandEast",108.33,0.61,424.67,0.0384148936170213,0.0837912087912088,0.0319220826665203
"Antigua and Barbuda","Not_Specified",1051.67,0,7397.33,0.372932624113475,0,0.556051003771236
"Antigua and Barbuda","Pacific_Region_tropical",99.33,1.32,819.67,0.0352234042553191,0.181318681318681,0.0616138966709839
"Argentina","Africa_Central",1553277.33,776.58,16000733.67,0.0454144266480749,0.0302369570075933,0.0792747198211686
"Argentina","Africa_East",1912445.67,842.49,16029132,0.055915722145152,0.0328032320035634,0.079415417722938
"Argentina","Africa_Southern",1820686.67,910.14,16235789.33,0.0532328899848444,0.035437255724962,0.0804392896448522
"Argentina","Africa_West",1563487,825.32,16084362,0.0457129350344145,0.0321347000405714,0.0796890515991103
"Argentina","America_Caribbean",460475,428.7,1265340,0.0134632803214686,0.0166918842477984,0.00626905466007407
"Argentina","America_Central_and_Mexico",4447977.67,3777.9,39688127.67,0.130049123698014,0.147096499882802,0.196632558616046
"Argentina","America_North",1929886.67,2764.06,5731949.5,0.0564256587803368,0.107621575866502,0.0283986159643133
"Argentina","America_South_andean",366879,679.91,3113147.33,0.0107267383051416,0.0264730091414056,0.0154239103929645
"Argentina","America_South_temperate",177514,193.21,261321.27,0.00519012051248207,0.00752283404599282,0.00129470128619183
"Argentina","America_South_tropical",947102.67,1068.15,3046629.6,0.0276912074258567,0.0415895408427474,0.0150943521040982
"Argentina","Asia_Central",6779937.33,3321.73,60318848,0.198230515958042,0.129335042366315,0.298846282536472
"Argentina","Asia_East",18635676.67,15696.91,53333822.5,0.544866364055514,0.611175658428058,0.264239373198657
"Argentina","Asia_South",843880.33,1455.88,32662997,0.0246732123145957,0.0566862151590499,0.161826950507243
"Argentina","Asia_Southeast",683163.33,1426.66,29467725.67,0.0199741992879917,0.0555485038044414,0.145996161453283
"Argentina","Asia_West",7173053.33,5275.19,62995676.17,0.209724366670577,0.205395056834951,0.312108474606078
"Argentina","Europe_Eastern_north",413051.33,213.49,4458612,0.0120767160930462,0.00831245712167593,0.0220899381478987
"Argentina","Europe_Eastern_south",493991.33,433.02,5583952,0.0144432243925623,0.0168600879798965,0.0276653708151405
"Argentina","Europe_Western_north",413051.33,213.49,4458612,0.0120767160930462,0.00831245712167593,0.0220899381478987
"Argentina","Europe_Western_south",363619.67,214.05,4655498,0.0106314426355609,0.00833426130917014,0.0230653985741899
"Argentina","Mediterranean_SouthandEast",5430194.33,4986.44,22171972.83,0.158766987273662,0.19415227265825,0.109849771281195
"Argentina","Not_Specified",80120,0,764190,0.00234253329574041,0,0.00378613564787488
"Argentina","Pacific_Region_tropical",5281.33,46.49,75966.67,0.000154414520354377,0.00181013692251025,0.000376372521673075
"Armenia","Africa_Central",0,0,0,0,0,0
"Armenia","Africa_East",158.67,0.55,477.87,0.000587504189119254,0.0007118358894713,0.000205231864292293
"Armenia","Africa_Southern",5465.67,35.73,176495.33,0.0202376253944881,0.0462434478741992,0.0757998317843417
"Armenia","Africa_West",0,0,0,0,0,0
"Armenia","America_Caribbean",0,0,0,0,0,0
"Armenia","America_Central_and_Mexico",5208.33,11.42,27380.13,0.0192847777986732,0.0147803015595677,0.0117590037551328
"Armenia","America_North",14461,134.23,220381,0.0535444512437986,0.17372678444315,0.0946475055655298
"Armenia","America_South_andean",38051.67,259.43,817820.47,0.140893146328754,0.335766517828253,0.351231129207732
"Armenia","America_South_temperate",0,0,0,0,0,0
"Armenia","America_South_tropical",0,0,0,0,0,0
"Armenia","Asia_Central",173912,235.92,530491.3,0.643940433214266,0.305338769171035,0.227831248016912
"Armenia","Asia_East",46006.67,292.75,587527,0.170347963398419,0.378890830259497,0.252326493674133
"Armenia","Asia_South",4071.67,37.79,76892.77,0.0150760898828461,0.0489095968420371,0.0330233045340751
"Armenia","Asia_Southeast",6758.33,51.17,104166.33,0.0250239313446167,0.0662266226622662,0.0447365394404046
"Armenia","Asia_West",175390.33,318.34,682209.63,0.649414215705605,0.412010612825988,0.292990047927376
"Armenia","Europe_Eastern_north",12329,48.32,118842.43,0.0456503381083461,0.0625380185077331,0.0510395159058453
"Armenia","Europe_Eastern_south",23293,120.56,312388.8,0.086246518416555,0.156034426972109,0.134162294783167
"Armenia","Europe_Western_north",12329,48.32,118842.43,0.0456503381083461,0.0625380185077331,0.0510395159058453
"Armenia","Europe_Western_south",15987.67,81.14,269034.47,0.0591972212721763,0.105015207403093,0.115542816743024
"Armenia","Mediterranean_SouthandEast",170721.67,280.92,753120.57,0.632127663064441,0.363579887400505,0.323444322970628
"Armenia","Not_Specified",16487,3.66,250922.1,0.0610460803303027,0.00473694428266356,0.107764057955379
"Armenia","Pacific_Region_tropical",0,0,0,0,0,0
"Australia","Africa_Central",672913.33,480.27,2403160.67,0.0271806153510684,0.0246309107236545,0.0289681354043271
"Australia","Africa_East",1331975.67,3413.43,4706286.67,0.0538017553363843,0.175059632272355,0.0567304347187656
"Australia","Africa_Southern",1011631,3348.76,4481501.67,0.0408622505489922,0.171742995804329,0.0540208354821645
"Australia","Africa_West",715049.33,573.29,2517561.33,0.0288825914561229,0.0294014925120534,0.0303471417481786
"Australia","America_Caribbean",322538.67,2829.61,2107762.67,0.0130281258139368,0.14511810292702,0.0254073542343493
"Australia","America_Central_and_Mexico",482965,3345.87,2834725.67,0.019508137686957,0.171594780567085,0.0341702983357671
"Australia","America_North",213950.33,1309.68,1919723,0.00864197715323034,0.067167658101809,0.0231406898827123
"Australia","America_South_andean",717305,1134.04,2365732.33,0.028973703484813,0.0581598642368941,0.0285169673927105
"Australia","America_South_temperate",1595.67,190.31,29492.33,6.4453014323909e-05,0.00976015287196511,0.00035550590499182
"Australia","America_South_tropical",353714.33,3139.73,2443371.67,0.014287386977296,0.161022777450975,0.0294528461052323
"Australia","Asia_Central",18270503,8978.57,38135583,0.737990305993108,0.460470893655824,0.459693247254648
"Australia","Asia_East",366636.33,2606.43,3425034.33,0.0148093381646302,0.13367219405221,0.0412859861908063
"Australia","Asia_South",1132309.33,2117.97,30500858.33,0.0457367434780286,0.108621254680447,0.367662888745445
"Australia","Asia_Southeast",478055.67,1867.18,29870110.67,0.0193098378399894,0.0957593517916863,0.36005974183607
"Australia","Asia_West",19631773.67,10384.31,41284897,0.792975358035339,0.532565041615659,0.497655650485367
"Australia","Europe_Eastern_north",887472.67,926.24,1690784.33,0.035847191907843,0.0475027271090798,0.0203810215531509
"Australia","Europe_Eastern_south",2882089,2585.09,4230784.33,0.116414624326948,0.132577760431865,0.050998643106932
"Australia","Europe_Western_north",887472.67,926.24,1690784.33,0.035847191907843,0.0475027271090798,0.0203810215531509
"Australia","Europe_Western_south",2855365,2317.33,4081897,0.115335176599791,0.118845541772849,0.0492039281761867
"Australia","Mediterranean_SouthandEast",21541583.67,10277.87,38202056,0.870117255348659,0.527106207756734,0.460494524875729
"Australia","Not_Specified",22042,73.66,122261.67,0.000890330294940434,0.00377769355550917,0.00147376438684774
"Australia","Pacific_Region_tropical",3636,74.35,76067.33,0.000146866933690383,0.00381308058447063,0.000916929418325424
"Austria","Africa_Central",766.67,0,5133.33,0.000578182351158505,0,0.000317791287179463
"Austria","Africa_East",19342.67,4.27,63183.67,0.0145872284272021,0.00132508285646901,0.00391153886814649
"Austria","Africa_Southern",4544.33,12.09,34668.67,0.00342709562633223,0.00375181539454575,0.00214624839316779
"Austria","Africa_West",4078.67,0,17203.67,0.0030759192484376,0,0.00106503506174563
"Austria","America_Caribbean",161.33,23.25,16194.67,0.000121666634552547,0.00721502960489567,0.00100257046103536
"Austria","America_Central_and_Mexico",281744,465.99,6006332,0.21247656533424,0.144607812713348,0.371836600706987
"Austria","America_North",71858.67,528.38,411377.67,0.0541920445194453,0.163968917962786,0.0254673358748002
"Austria","America_South_andean",23231.33,189.07,788546.33,0.0175198520875202,0.0586729310708656,0.0488168797274559
"Austria","America_South_temperate",1258,55.74,15924.33,0.000948717698302267,0.0172974516205112,0.000985834405380237
"Austria","America_South_tropical",615.33,35.34,33230.33,0.000464049651268946,0.0109668449994414,0.00205720445482724
"Austria","Asia_Central",639834,1329.8,4266168.5,0.482529284400264,0.412668661014635,0.264107544019083
"Austria","Asia_East",95636.17,1176.04,1357132.38,0.0721237894092562,0.364953265227591,0.084016582980858
"Austria","Asia_South",79864,67.07,619324.33,0.0602292450375296,0.0208134208860367,0.0383407799639334
"Austria","Asia_Southeast",9004.84,305.26,317286.46,0.00679097859966628,0.0947294596641055,0.0196423905199968
"Austria","Asia_West",748764.18,1685.99,4531120.19,0.564678719730353,0.523202914561636,0.280510023229551
"Austria","Europe_Eastern_north",154109,513.06,4465049.02,0.116220934632483,0.159214756519904,0.27641972664629
"Austria","Europe_Eastern_south",226635.51,1226.63,5115259.41,0.170916629094404,0.380652549000137,0.316672583325202
"Austria","Europe_Western_north",154109,513.06,4465049.02,0.116220934632483,0.159214756519904,0.27641972664629
"Austria","Europe_Western_south",205896.67,660.91,4786663.69,0.155276482393085,0.205096138329961,0.29633006554036
"Austria","Mediterranean_SouthandEast",763423,1258.88,7234957.13,0.57573363385613,0.390660493290798,0.447897629614876
"Austria","Not_Specified",69141.18,82.72,429145.14,0.0521426559201134,0.0256699892007299,0.0265672743477257
"Austria","Pacific_Region_tropical",12,0,423.67,9.04977136695326e-06,0,2.6228322480597e-05
"Azerbaijan","Africa_Central",1708.67,1.33,3992.67,0.00121614316870666,0.000453381784960678,0.000639544041892972
"Azerbaijan","Africa_East",49071,71.52,201228.33,0.0349262066002239,0.0243803498198404,0.0322326612295964
"Azerbaijan","Africa_Southern",63298.33,127,516436.67,0.0450524862144474,0.043292847135343,0.0827225879708434
"Azerbaijan","Africa_West",11337.33,38.68,115778.33,0.00806932668734927,0.013185569505473,0.0185453195810869
"Azerbaijan","America_Caribbean",35155.67,51.1,116294.67,0.0250219924922926,0.0174194054221734,0.0186280266845017
"Azerbaijan","America_Central_and_Mexico",72242.33,108.47,285617.33,0.0514183640614936,0.0369761821163044,0.0457500523867184
"Azerbaijan","America_North",23647,136.75,161034,0.0168307148310712,0.0466165105965209,0.0257943519605159
"Azerbaijan","America_South_andean",95838.33,949.39,1409532.33,0.0682127797232669,0.323636190093097,0.22577823950064
"Azerbaijan","America_South_temperate",0,0,0,0,0,0
"Azerbaijan","America_South_tropical",35155.67,51.1,116294.67,0.0250219924922926,0.0174194054221734,0.0186280266845017
"Azerbaijan","Asia_Central",1053153.33,1120.47,2795859,0.749580216121411,0.381955404958565,0.447839407069165
"Azerbaijan","Asia_East",98427.67,665.95,1148967.67,0.0700557383709045,0.227014736612454,0.184041112257249
"Azerbaijan","Asia_South",38022.67,233.38,463411.67,0.027062575205562,0.0795565721609948,0.0742290678899514
"Azerbaijan","Asia_Southeast",40251,254.67,498884.67,0.0286485855569605,0.0868140896059669,0.079911116693902
"Azerbaijan","Asia_West",1061712.5,1138.81,2857204.27,0.75567219182491,0.388207301151181,0.457665664167001
"Azerbaijan","Europe_Eastern_north",60070,265.02,491764,0.0427547274454453,0.0903422862032173,0.0787705310525176
"Azerbaijan","Europe_Eastern_south",88675,456,699310.33,0.0631142909309949,0.15544518341509,0.112015206612545
"Azerbaijan","Europe_Western_north",60070,265.02,491764,0.0427547274454453,0.0903422862032173,0.0787705310525176
"Azerbaijan","Europe_Western_south",74413.33,329.2,615093.67,0.0529635698761109,0.112220513991771,0.0985254207972565
"Azerbaijan","Mediterranean_SouthandEast",1011507.33,895.23,2749321.67,0.719938741521893,0.305173665676954,0.440385078981167
"Azerbaijan","Not_Specified",66826.33,165.17,256725.33,0.0475635346317527,0.0563045634751543,0.0411221451320813
"Azerbaijan","Pacific_Region_tropical",9553,37.33,111685.67,0.00679933263336672,0.0127253699493099,0.0178897591870414
"Bahamas","Africa_Central",0,NA,0,0,NA,0
"Bahamas","Africa_East",0,NA,0,0,NA,0
"Bahamas","Africa_Southern",69,NA,1381.67,0.00767491293423045,NA,0.0106186739626644
"Bahamas","Africa_West",0,NA,0,0,NA,0
"Bahamas","America_Caribbean",0,NA,0,0,NA,0
"Bahamas","America_Central_and_Mexico",650,NA,6328.67,0.0722999044528955,NA,0.0486383024508711
"Bahamas","America_North",69,NA,1381.67,0.00767491293423045,NA,0.0106186739626644
"Bahamas","America_South_andean",119,NA,5170,0.0132364440459916,NA,0.0397334706456497
"Bahamas","America_South_temperate",0,NA,0,0,NA,0
"Bahamas","America_South_tropical",490,NA,4868.33,0.0545030048952597,NA,0.0374150187907806
"Bahamas","Asia_Central",147.67,NA,1328.67,0.0164254259854755,NA,0.0102113482481152
"Bahamas","Asia_East",848.67,NA,26224,0.0943980921723674,NA,0.201541689402615
"Bahamas","Asia_South",3315,NA,72289,0.368729512709767,NA,0.555569218472605
"Bahamas","Asia_Southeast",3489,NA,88299.67,0.388083640978696,NA,0.678617475041693
"Bahamas","Asia_West",147.67,NA,1328.67,0.0164254259854755,NA,0.0102113482481152
"Bahamas","Europe_Eastern_north",4.67,NA,64,0.000519447005838495,NA,0.000491865013795277
"Bahamas","Europe_Eastern_south",33,NA,824.33,0.00367061053376239,NA,0.00633529823159157
"Bahamas","Europe_Western_north",4.67,NA,64,0.000519447005838495,NA,0.000491865013795277
"Bahamas","Europe_Western_south",33,NA,824.33,0.00367061053376239,NA,0.00633529823159157
"Bahamas","Mediterranean_SouthandEast",33,NA,824.33,0.00367061053376239,NA,0.00633529823159157
"Bahamas","Not_Specified",4172.67,NA,23573.33,0.464128680482251,NA,0.181170254463291
"Bahamas","Pacific_Region_tropical",192.33,NA,1510,0.0213929855745006,NA,0.0116049401692323
"Bangladesh","Africa_Central",11470359.33,9427.88,49610979,0.786807896889277,0.728104833602605,0.685354952277496
"Bangladesh","Africa_East",111121,24.54,336779.67,0.0076223314191704,0.00189519728895658,0.0046524704674923
"Bangladesh","Africa_Southern",100061.33,56.58,640716.67,0.00686369470669791,0.00436961135326663,0.00885123316738511
"Bangladesh","Africa_West",11517507,9427.88,49829705.33,0.790041985552821,0.728104833602605,0.68837656516401
"Bangladesh","America_Caribbean",107620.33,260.34,204199.67,0.00738220338820283,0.0201057727060699,0.00282093314642975
"Bangladesh","America_Central_and_Mexico",546775.33,884.84,2918464.67,0.0375059869609369,0.0683352228671694,0.0403173703673819
"Bangladesh","America_North",38865,56.58,349152,0.00266593992680103,0.00436961135326663,0.00482338903849473
"Bangladesh","America_South_andean",530634,1025.94,7505445.67,0.0363987744015989,0.0792322211341528,0.103684596891027
"Bangladesh","America_South_temperate",0,0,0,0,0,0
"Bangladesh","America_South_tropical",368789,755.21,2179321.67,0.0252970363994603,0.0583240401219599,0.0301064185639264
"Bangladesh","Asia_Central",564064.67,637.69,2055538.67,0.0386919471259707,0.0492480993966878,0.0283964081233389
"Bangladesh","Asia_East",11687465.33,9551.72,50510246.67,0.801700256435091,0.737668860997241,0.697777959512599
"Bangladesh","Asia_South",12249499.67,10467.83,56895501,0.840252933322761,0.808419031673118,0.785987580947742
"Bangladesh","Asia_Southeast",12104879.33,10317.81,56715250.67,0.830332718768958,0.796833151587981,0.783497497929724
"Bangladesh","Asia_West",673799.33,577.84,2208704.33,0.0462191827222124,0.0446259495293671,0.0305123277386291
"Bangladesh","Europe_Eastern_north",18336.67,2.75,41350.67,0.00125780163842981,0.000212379484296275,0.000571242233790478
"Bangladesh","Europe_Eastern_south",307252,171.65,651279.33,0.0210759134025337,0.0132563412652566,0.0089971519032404
"Bangladesh","Europe_Western_north",18336.67,2.75,41350.67,0.00125780163842981,0.000212379484296275,0.000571242233790478
"Bangladesh","Europe_Western_south",307252,171.65,651279.33,0.0210759134025337,0.0132563412652566,0.0089971519032404
"Bangladesh","Mediterranean_SouthandEast",774576.67,464.78,1636495.33,0.0531319920473842,0.0358944497131718,0.0226074994165
"Bangladesh","Not_Specified",495580,0.11,3040558.33,0.0339942495542019,8.49517937185099e-06,0.0420040432815102
"Bangladesh","Pacific_Region_tropical",55654.33,15.43,286383,0.00381760196697184,0.00119164197916055,0.00395626152223455
"Barbados","Africa_Central",0,0,0,0,0,0
"Barbados","Africa_East",12,0.24,245.67,0.00127352438321622,0.00629260618772942,0.000787955238035642
"Barbados","Africa_Southern",47.33,0.32,424.67,0.00502299242146865,0.00839014158363922,0.00136207494173727
"Barbados","Africa_West",70.33,1.74,870.33,0.00746391415596641,0.0456213948610383,0.00279147263532202
"Barbados","America_Caribbean",29.67,0.65,422.67,0.00314878903750211,0.0170424750917672,0.00135566019644452
"Barbados","America_Central_and_Mexico",906,8.26,4510.33,0.0961510909328248,0.216570529627687,0.0144663090681373
"Barbados","America_North",35.33,0.08,179,0.00374946803825243,0.00209753539590981,0.000574119703701632
"Barbados","America_South_andean",295.33,7.58,1808.67,0.0313424963412706,0.198741478762454,0.00580107868432419
"Barbados","America_South_temperate",0,0,0,0,0,0
"Barbados","America_South_tropical",261.67,4.76,2577.33,0.0277702604463491,0.124803356056633,0.00826645774268898
"Barbados","Asia_Central",65,0.94,1178.33,0.00689825707575454,0.0246460409019402,0.00377934341040639
"Barbados","Asia_East",68,0.88,1582,0.00721663817155859,0.0230728893550079,0.00507406352656973
"Barbados","Asia_South",6815.67,12.48,296578,0.723326827746276,0.32721552176193,0.951236164717445
