"Region","Region_crops","HA_value","PV_value","PQ_value","HA_percentage","PV_percentage","PQ_percentage"
"Pacific_Region_ausnz","Asia_East",428348.33,3600.99,4727176.67,0.0170729781130658,0.16962350636926,0.0533111516060907
"Pacific_Region_ausnz","Asia_South",1134180,2122.04,30512694.33,0.0452058032215906,0.0999580297239995,0.344109600062173
"Pacific_Region_ausnz","Asia_Southeast",479384.33,1888.05,29906154,0.0191071555568729,0.0889360040434663,0.337269288022844
"Pacific_Region_ausnz","Asia_West",19859626.33,11080.18,44291902,0.791558976466081,0.521928409354802,0.499505829225569
"Pacific_Region_ausnz","Europe_Eastern_north",908784,1175.16,2213331.67,0.0362220376615088,0.0553555438212547,0.0249610430180795
"Pacific_Region_ausnz","Europe_Eastern_south",2919679,2960.32,4972859.33,0.116371682047127,0.139444946632745,0.0560818594616631
"Pacific_Region_ausnz","Europe_Western_north",908784,1175.16,2213331.67,0.0362220376615088,0.0553555438212547,0.0249610430180795
"Pacific_Region_ausnz","Europe_Western_south",2891306,2658.01,4790497,0.115240799599186,0.125204728745305,0.0540252522094806
"Pacific_Region_ausnz","Mediterranean_SouthandEast",21720127,10986.3,39538226.33,0.865714249157944,0.517506221351518,0.445895832811038
"Pacific_Region_ausnz","Not_Specified",30912.33,97.44,318343,0.00123209429464536,0.00458988068853863,0.00359014124507806
"Pacific_Region_ausnz","Pacific_Region_tropical",3898.33,74.35,79711.67,0.000155378457451924,0.0035022334687279,0.000898955385169616
"Pacific_Region_tropical","Africa_Central",17689,3.55,238865.33,0.0381246795777909,0.0124890061565523,0.0561034745015903
"Pacific_Region_tropical","Africa_East",428.33,0.06,1369.33,0.0009231694275287,0.000211081794195251,0.000321621269772648
"Pacific_Region_tropical","Africa_Southern",768.33,0.46,6810,0.00165596331392414,0.00161829375549692,0.00159949818316384
"Pacific_Region_tropical","Africa_West",26316,5.43,289066.67,0.0567182468070069,0.0191029023746702,0.0678945100555389
"Pacific_Region_tropical","America_Caribbean",593.33,0.93,1012.67,0.00127878999004413,0.00327176781002639,0.000237850781959548
"Pacific_Region_tropical","America_Central_and_Mexico",51651,36.84,422273.67,0.111322167724149,0.129604221635884,0.0991814930929405
"Pacific_Region_tropical","America_North",275,0,1902,0.000592700937525722,0,0.000446732091685406
"Pacific_Region_tropical","America_South_andean",568.33,6.3,6280.33,0.0012249080866327,0.0221635883905013,0.00147509198600137
"Pacific_Region_tropical","America_South_temperate",0,0,0,0,0,0
"Pacific_Region_tropical","America_South_tropical",61120,42.02,480476,0.131730477460262,0.147827616534741,0.11285176050717
"Pacific_Region_tropical","Asia_Central",69.33,0,864,0.000149425294540576,0,0.000202931928084222
"Pacific_Region_tropical","Asia_East",5525,6.11,21227.67,0.0119079006539259,0.021495162708883,0.00498584722434676
"Pacific_Region_tropical","Asia_South",372336.67,197.65,3629397,0.802488339578928,0.695338610378188,0.852454318279042
"Pacific_Region_tropical","Asia_Southeast",370407.33,196.5,3626784.67,0.798330079117816,0.691292875989446,0.851840747487731
"Pacific_Region_tropical","Asia_West",147.33,0,2069.67,0.000317536833184235,0,0.000486113568979251
"Pacific_Region_tropical","Europe_Eastern_north",35.67,0,499.33,7.68786997874273e-05,0,0.000117280092187841
"Pacific_Region_tropical","Europe_Eastern_south",198,0.41,2436.67,0.00042674467501852,0.00144239226033421,0.000572312663431692
"Pacific_Region_tropical","Europe_Western_north",35.67,0,499.33,7.68786997874273e-05,0,0.000117280092187841
"Pacific_Region_tropical","Europe_Western_south",198,0.41,2436.67,0.00042674467501852,0.00144239226033421,0.000572312663431692
"Pacific_Region_tropical","Mediterranean_SouthandEast",207.33,0.41,2445.33,0.000446853401371665,0.00144239226033421,0.00057434668021087
"Pacific_Region_tropical","Not_Specified",34836.67,38.01,181200.67,0.0750826435246334,0.133720316622691,0.0425594922838575
"Pacific_Region_tropical","Pacific_Region_tropical",301434.33,116.77,1516611.67,0.649674218157956,0.41080035180299,0.356214039754783
