"Region","Region_crops","Average","Percentage","Element"
"Africa_East","Africa_Central",10.01,0.375046834020232,"Fat supply quantity (g/capita/day)"
"Africa_East","Africa_East",6.06,0.227051330086175,"Fat supply quantity (g/capita/day)"
"Africa_East","Asia_West",4.01,0.150243536905208,"Fat supply quantity (g/capita/day)"
"Africa_East","Asia_South",3.83,0.143499437991757,"Fat supply quantity (g/capita/day)"
"Africa_East","Africa_Southern",3.72,0.139378044211315,"Fat supply quantity (g/capita/day)"
"Africa_East","Not_Specified",3.12,0.116897714499813,"Fat supply quantity (g/capita/day)"
"Africa_East","America_North",1.88,0.0704383664293743,"Fat supply quantity (g/capita/day)"
"Africa_East","Mediterranean_SouthandEast",1.86,0.0696890221056576,"Fat supply quantity (g/capita/day)"
"Africa_East","Asia_East",1.22,0.0457100037467216,"Fat supply quantity (g/capita/day)"
"Africa_East","Asia_Central",1.16,0.0434619707755714,"Fat supply quantity (g/capita/day)"
"Africa_East","Asia_Southeast",1.03,0.0385912326714125,"Fat supply quantity (g/capita/day)"
"Africa_East","America_Caribbean",0.57,0.0213563132259273,"Fat supply quantity (g/capita/day)"
"Africa_East","America_South_andean",0.33,0.0123641813413263,"Fat supply quantity (g/capita/day)"
"Africa_East","Pacific_Region_tropical",0.26,0.00974147620831772,"Fat supply quantity (g/capita/day)"
"Africa_East","Europe_Eastern_south",0.21,0.00786811539902585,"Fat supply quantity (g/capita/day)"
"Africa_East","Europe_Western_south",0.21,0.00786811539902585,"Fat supply quantity (g/capita/day)"
"Africa_East","Europe_Eastern_north",0.04,0.0014986886474335,"Fat supply quantity (g/capita/day)"
"Africa_East","Europe_Western_north",0.04,0.0014986886474335,"Fat supply quantity (g/capita/day)"
"Africa_East","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Asia_East",8.5,0.478603603603604,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Asia_South",5.69,0.320382882882883,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Asia_Southeast",5.57,0.313626126126126,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Africa_Central",4.64,0.261261261261261,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Africa_West",4.64,0.261261261261261,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","America_Central_and_Mexico",2.98,0.167792792792793,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","America_South_tropical",2.58,0.14527027027027,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Pacific_Region_tropical",1.84,0.103603603603604,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Not_Specified",1.72,0.0968468468468468,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","America_North",0.86,0.0484234234234234,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Mediterranean_SouthandEast",0.83,0.0467342342342342,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Asia_West",0.72,0.0405405405405405,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Asia_Central",0.49,0.0275900900900901,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Africa_East",0.36,0.0202702702702703,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Africa_Southern",0.24,0.0135135135135135,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Europe_Eastern_south",0.24,0.0135135135135135,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Europe_Western_south",0.24,0.0135135135135135,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","America_Caribbean",0.13,0.00731981981981982,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","America_South_andean",0.11,0.00619369369369369,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Europe_Eastern_north",0,0,"Fat supply quantity (g/capita/day)"
"Africa_Indian_Ocean_Islands","Europe_Western_north",0,0,"Fat supply quantity (g/capita/day)"
"Africa_Southern","America_Central_and_Mexico",19.88,0.506496815286624,"Fat supply quantity (g/capita/day)"
"Africa_Southern","America_South_tropical",13.92,0.354649681528662,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Asia_East",10.02,0.255286624203822,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Africa_West",9.06,0.230828025477707,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Africa_Central",8.9,0.226751592356688,"Fat supply quantity (g/capita/day)"
"Africa_Southern","America_North",6.77,0.172484076433121,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Asia_South",2.47,0.0629299363057325,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Africa_East",2.33,0.0593630573248408,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Asia_Southeast",1.97,0.0501910828025478,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Not_Specified",1.97,0.0501910828025478,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Asia_West",1.79,0.0456050955414013,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Africa_Southern",1.76,0.0448407643312102,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Mediterranean_SouthandEast",1.45,0.0369426751592357,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Pacific_Region_tropical",1.43,0.0364331210191083,"Fat supply quantity (g/capita/day)"
"Africa_Southern","America_Caribbean",1.14,0.0290445859872611,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Asia_Central",1.03,0.0262420382165605,"Fat supply quantity (g/capita/day)"
"Africa_Southern","America_South_andean",0.46,0.0117197452229299,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Europe_Eastern_south",0.24,0.00611464968152866,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Europe_Western_south",0.24,0.00611464968152866,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Europe_Eastern_north",0.03,0.000764331210191083,"Fat supply quantity (g/capita/day)"
"Africa_Southern","Europe_Western_north",0.03,0.000764331210191083,"Fat supply quantity (g/capita/day)"
"Africa_Southern","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Africa_West","America_South_tropical",34.52,0.661556151782292,"Fat supply quantity (g/capita/day)"
"Africa_West","Africa_West",23.81,0.456305097738597,"Fat supply quantity (g/capita/day)"
"Africa_West","America_Central_and_Mexico",22.54,0.431966270601763,"Fat supply quantity (g/capita/day)"
"Africa_West","Africa_Central",21.11,0.404561134534304,"Fat supply quantity (g/capita/day)"
"Africa_West","Africa_East",6.59,0.126293599080107,"Fat supply quantity (g/capita/day)"
"Africa_West","Africa_Southern",5.91,0.113261786124952,"Fat supply quantity (g/capita/day)"
"Africa_West","Not_Specified",5.59,0.107129168263703,"Fat supply quantity (g/capita/day)"
"Africa_West","Asia_South",5.52,0.105787658106554,"Fat supply quantity (g/capita/day)"
"Africa_West","Asia_Southeast",4.45,0.0852817171330012,"Fat supply quantity (g/capita/day)"
"Africa_West","Asia_East",4.42,0.084706784208509,"Fat supply quantity (g/capita/day)"
"Africa_West","Asia_West",1.81,0.0346876197776926,"Fat supply quantity (g/capita/day)"
"Africa_West","America_Caribbean",1.45,0.0277884246837869,"Fat supply quantity (g/capita/day)"
"Africa_West","Mediterranean_SouthandEast",1.14,0.0218474511307014,"Fat supply quantity (g/capita/day)"
"Africa_West","Pacific_Region_tropical",0.88,0.0168646991184362,"Fat supply quantity (g/capita/day)"
"Africa_West","Asia_Central",0.71,0.0136067458796474,"Fat supply quantity (g/capita/day)"
"Africa_West","America_South_andean",0.11,0.00210808738980452,"Fat supply quantity (g/capita/day)"
"Africa_West","Europe_Eastern_south",0.05,0.000958221540820238,"Fat supply quantity (g/capita/day)"
"Africa_West","Europe_Western_south",0.05,0.000958221540820238,"Fat supply quantity (g/capita/day)"
"Africa_West","America_North",0.03,0.000574932924492143,"Fat supply quantity (g/capita/day)"
"Africa_West","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Africa_West","Europe_Eastern_north",0,0,"Fat supply quantity (g/capita/day)"
"Africa_West","Europe_Western_north",0,0,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Asia_East",20.04,0.471418489767114,"Fat supply quantity (g/capita/day)"
"America_Caribbean","America_Central_and_Mexico",10.93,0.257115972712303,"Fat supply quantity (g/capita/day)"
"America_Caribbean","America_South_tropical",9.3,0.218772053634439,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Africa_West",8.93,0.210068219242531,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Africa_Central",8.85,0.20818630910374,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Asia_South",5.52,0.12985179957657,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Asia_Southeast",5.14,0.120912726417314,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Pacific_Region_tropical",3.64,0.0856269113149847,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Not_Specified",3.62,0.085156433780287,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Asia_West",1.92,0.0451658433309809,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Mediterranean_SouthandEast",1.74,0.0409315455187015,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Asia_Central",1.31,0.0308162785227005,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Africa_East",0.72,0.0169371912491179,"Fat supply quantity (g/capita/day)"
"America_Caribbean","America_North",0.72,0.0169371912491179,"Fat supply quantity (g/capita/day)"
"America_Caribbean","America_South_andean",0.56,0.0131733709715361,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Africa_Southern",0.29,0.00682192425311691,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Europe_Eastern_south",0.27,0.0063514467184192,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Europe_Western_south",0.27,0.0063514467184192,"Fat supply quantity (g/capita/day)"
"America_Caribbean","America_Caribbean",0.2,0.00470477534697718,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Europe_Eastern_north",0.03,0.000705716302046577,"Fat supply quantity (g/capita/day)"
"America_Caribbean","Europe_Western_north",0.03,0.000705716302046577,"Fat supply quantity (g/capita/day)"
"America_Caribbean","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","America_Central_and_Mexico",20.23,0.448857333037497,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Asia_East",12.72,0.28222764588418,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","America_South_tropical",10.76,0.238739738185045,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Africa_Central",8.67,0.192367428444642,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Africa_West",8.67,0.192367428444642,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Mediterranean_SouthandEast",4.49,0.099622808963834,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Europe_Eastern_south",3.49,0.0774351009540715,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Europe_Western_south",3.49,0.0774351009540715,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Not_Specified",2.83,0.0627912136676281,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Asia_South",2.75,0.0610161970268471,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Asia_Southeast",2.11,0.0468160639005991,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Asia_West",2.03,0.0450410472598181,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Pacific_Region_tropical",1.84,0.0408253827379632,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Africa_East",1.74,0.0386066119369869,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Asia_Central",1.09,0.0241846017306412,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Africa_Southern",0.81,0.0179720434879077,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","America_Caribbean",0.72,0.0159751497670291,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","America_North",0.57,0.0126469935655647,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","America_South_andean",0.5,0.0110938540048813,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Europe_Eastern_north",0.16,0.00355003328156201,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","Europe_Western_north",0.16,0.00355003328156201,"Fat supply quantity (g/capita/day)"
"America_Central_and_Mexico","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"America_North","Asia_East",54.11,0.596845356276197,"Fat supply quantity (g/capita/day)"
"America_North","Mediterranean_SouthandEast",13.92,0.153540701522171,"Fat supply quantity (g/capita/day)"
"America_North","Europe_Eastern_south",11.2,0.123538495477609,"Fat supply quantity (g/capita/day)"
"America_North","Europe_Western_south",11.2,0.123538495477609,"Fat supply quantity (g/capita/day)"
"America_North","America_Central_and_Mexico",10.45,0.115265828369733,"Fat supply quantity (g/capita/day)"
"America_North","America_South_tropical",8.83,0.0973968674167218,"Fat supply quantity (g/capita/day)"
"America_North","Asia_West",5.78,0.0637546878446945,"Fat supply quantity (g/capita/day)"
"America_North","Africa_East",5.13,0.056585043017869,"Fat supply quantity (g/capita/day)"
"America_North","Not_Specified",3.58,0.0394881976615928,"Fat supply quantity (g/capita/day)"
"America_North","Asia_Central",2.99,0.0329803662033973,"Fat supply quantity (g/capita/day)"
"America_North","America_Caribbean",2.35,0.0259210236046768,"Fat supply quantity (g/capita/day)"
"America_North","Africa_Southern",2.29,0.0252592102360468,"Fat supply quantity (g/capita/day)"
"America_North","America_North",1.63,0.0179792631811163,"Fat supply quantity (g/capita/day)"
"America_North","Asia_South",1.29,0.014228987425546,"Fat supply quantity (g/capita/day)"
"America_North","Asia_Southeast",1.12,0.0123538495477609,"Fat supply quantity (g/capita/day)"
"America_North","Pacific_Region_tropical",0.91,0.0100375027575557,"Fat supply quantity (g/capita/day)"
"America_North","Africa_Central",0.53,0.00584601808956541,"Fat supply quantity (g/capita/day)"
"America_North","Africa_West",0.53,0.00584601808956541,"Fat supply quantity (g/capita/day)"
"America_North","America_South_andean",0.48,0.00529450694904037,"Fat supply quantity (g/capita/day)"
"America_North","Europe_Eastern_north",0.38,0.00419148466799029,"Fat supply quantity (g/capita/day)"
"America_North","Europe_Western_north",0.38,0.00419148466799029,"Fat supply quantity (g/capita/day)"
"America_North","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"America_South_andean","Asia_East",13.98,0.206225106947927,"Fat supply quantity (g/capita/day)"
"America_South_andean","America_Central_and_Mexico",8.25,0.121699365688155,"Fat supply quantity (g/capita/day)"
"America_South_andean","America_South_tropical",7.27,0.107242956188228,"Fat supply quantity (g/capita/day)"
"America_South_andean","Africa_Central",5.89,0.0868859713822098,"Fat supply quantity (g/capita/day)"
"America_South_andean","Africa_West",5.89,0.0868859713822098,"Fat supply quantity (g/capita/day)"
"America_South_andean","Mediterranean_SouthandEast",2.52,0.0371736244283818,"Fat supply quantity (g/capita/day)"
"America_South_andean","Asia_West",1.81,0.0267001032600679,"Fat supply quantity (g/capita/day)"
"America_South_andean","America_North",1.64,0.0241923587549786,"Fat supply quantity (g/capita/day)"
"America_South_andean","Asia_Central",1.27,0.0187343265968432,"Fat supply quantity (g/capita/day)"
"America_South_andean","Europe_Eastern_south",1.2,0.017701725918277,"Fat supply quantity (g/capita/day)"
"America_South_andean","Europe_Western_south",1.2,0.017701725918277,"Fat supply quantity (g/capita/day)"
"America_South_andean","Not_Specified",1.15,0.0169641540050155,"Fat supply quantity (g/capita/day)"
"America_South_andean","Africa_East",1.08,0.0159315533264493,"Fat supply quantity (g/capita/day)"
"America_South_andean","America_Caribbean",0.99,0.0146039238825785,"Fat supply quantity (g/capita/day)"
"America_South_andean","Asia_South",0.94,0.013866351969317,"Fat supply quantity (g/capita/day)"
"America_South_andean","Africa_Southern",0.69,0.0101784924030093,"Fat supply quantity (g/capita/day)"
"America_South_andean","Asia_Southeast",0.67,0.00988346363770468,"Fat supply quantity (g/capita/day)"
"America_South_andean","Pacific_Region_tropical",0.37,0.00545803215813542,"Fat supply quantity (g/capita/day)"
"America_South_andean","America_South_andean",0.32,0.00472046024487387,"Fat supply quantity (g/capita/day)"
"America_South_andean","Europe_Eastern_north",0.1,0.00147514382652309,"Fat supply quantity (g/capita/day)"
"America_South_andean","Europe_Western_north",0.1,0.00147514382652309,"Fat supply quantity (g/capita/day)"
"America_South_andean","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"America_South_temperate","America_North",21.6,0.533070088845015,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Asia_East",7.81,0.192744323790721,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Mediterranean_SouthandEast",4.22,0.104146100691017,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Asia_West",3.18,0.0784797630799605,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Asia_Central",2.76,0.0681145113524185,"Fat supply quantity (g/capita/day)"
"America_South_temperate","America_Central_and_Mexico",2.11,0.0520730503455084,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Europe_Eastern_south",1.66,0.0409674234945706,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Europe_Western_south",1.66,0.0409674234945706,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Not_Specified",1.08,0.0266535044422507,"Fat supply quantity (g/capita/day)"
"America_South_temperate","America_South_tropical",1.03,0.0254195459032577,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Africa_East",0.77,0.0190029615004936,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Asia_South",0.65,0.0160414610069102,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Asia_Southeast",0.53,0.0130799605133268,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Africa_Central",0.36,0.00888450148075025,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Africa_West",0.36,0.00888450148075025,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Pacific_Region_tropical",0.36,0.00888450148075025,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Africa_Southern",0.33,0.00814412635735439,"Fat supply quantity (g/capita/day)"
"America_South_temperate","America_South_andean",0.3,0.00740375123395854,"Fat supply quantity (g/capita/day)"
"America_South_temperate","America_Caribbean",0.29,0.00715695952615992,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Europe_Eastern_north",0.22,0.0054294175715696,"Fat supply quantity (g/capita/day)"
"America_South_temperate","Europe_Western_north",0.22,0.0054294175715696,"Fat supply quantity (g/capita/day)"
"America_South_temperate","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Asia_East",34.82,0.658098658098658,"Fat supply quantity (g/capita/day)"
"America_South_tropical","America_Central_and_Mexico",24.17,0.456813456813457,"Fat supply quantity (g/capita/day)"
"America_South_tropical","America_South_tropical",21.45,0.405405405405405,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Africa_Central",17.82,0.336798336798337,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Africa_West",17.82,0.336798336798337,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Asia_South",4.33,0.0818370818370818,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Asia_Southeast",4.03,0.0761670761670762,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Africa_East",3.67,0.0693630693630694,"Fat supply quantity (g/capita/day)"
"America_South_tropical","America_Caribbean",3.13,0.0591570591570592,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Pacific_Region_tropical",2.99,0.0565110565110565,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Africa_Southern",2.78,0.0525420525420525,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Asia_West",2.63,0.0497070497070497,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Mediterranean_SouthandEast",2.58,0.0487620487620488,"Fat supply quantity (g/capita/day)"
"America_South_tropical","America_North",1.86,0.0351540351540352,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Not_Specified",1.73,0.0326970326970327,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Asia_Central",1.55,0.0292950292950293,"Fat supply quantity (g/capita/day)"
"America_South_tropical","America_South_andean",0.9,0.017010017010017,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Europe_Eastern_south",0.9,0.017010017010017,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Europe_Western_south",0.9,0.017010017010017,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Europe_Eastern_north",0.19,0.00359100359100359,"Fat supply quantity (g/capita/day)"
"America_South_tropical","Europe_Western_north",0.19,0.00359100359100359,"Fat supply quantity (g/capita/day)"
"America_South_tropical","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Asia_Central","America_Central_and_Mexico",13.09,0.344201945832238,"Fat supply quantity (g/capita/day)"
"Asia_Central","America_North",12.74,0.334998685248488,"Fat supply quantity (g/capita/day)"
"Asia_Central","America_South_tropical",12.53,0.329476728898238,"Fat supply quantity (g/capita/day)"
"Asia_Central","Africa_East",10.97,0.288456481724954,"Fat supply quantity (g/capita/day)"
"Asia_Central","America_Caribbean",10.66,0.280305022350776,"Fat supply quantity (g/capita/day)"
"Asia_Central","Africa_Southern",10.63,0.279516171443597,"Fat supply quantity (g/capita/day)"
"Asia_Central","Mediterranean_SouthandEast",6.25,0.16434393899553,"Fat supply quantity (g/capita/day)"
"Asia_Central","Asia_West",5.99,0.157507231133316,"Fat supply quantity (g/capita/day)"
"Asia_Central","Asia_Central",5.57,0.146463318432816,"Fat supply quantity (g/capita/day)"
"Asia_Central","Not_Specified",3.41,0.0896660531159611,"Fat supply quantity (g/capita/day)"
"Asia_Central","Asia_East",1.22,0.0320799368919274,"Fat supply quantity (g/capita/day)"
"Asia_Central","Europe_Eastern_south",0.82,0.0215619247962135,"Fat supply quantity (g/capita/day)"
"Asia_Central","Europe_Western_south",0.82,0.0215619247962135,"Fat supply quantity (g/capita/day)"
"Asia_Central","Asia_South",0.57,0.0149881672363923,"Fat supply quantity (g/capita/day)"
"Asia_Central","America_South_andean",0.49,0.0128845648172495,"Fat supply quantity (g/capita/day)"
"Asia_Central","Asia_Southeast",0.31,0.00815145937417828,"Fat supply quantity (g/capita/day)"
"Asia_Central","Pacific_Region_tropical",0.17,0.00447015514067841,"Fat supply quantity (g/capita/day)"
"Asia_Central","Africa_Central",0.16,0.00420720483828556,"Fat supply quantity (g/capita/day)"
"Asia_Central","Africa_West",0.16,0.00420720483828556,"Fat supply quantity (g/capita/day)"
"Asia_Central","Europe_Eastern_north",0.13,0.00341835393110702,"Fat supply quantity (g/capita/day)"
"Asia_Central","Europe_Western_north",0.13,0.00341835393110702,"Fat supply quantity (g/capita/day)"
"Asia_Central","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Asia_East","America_South_tropical",12.23,0.31890482398957,"Fat supply quantity (g/capita/day)"
"Asia_East","Asia_East",11.97,0.312125162972621,"Fat supply quantity (g/capita/day)"
"Asia_East","Africa_West",9.27,0.241720990873533,"Fat supply quantity (g/capita/day)"
"Asia_East","Africa_Central",9.26,0.241460234680574,"Fat supply quantity (g/capita/day)"
"Asia_East","Mediterranean_SouthandEast",8.76,0.228422425032595,"Fat supply quantity (g/capita/day)"
"Asia_East","America_Central_and_Mexico",8.37,0.218252933507171,"Fat supply quantity (g/capita/day)"
"Asia_East","Europe_Eastern_south",6.11,0.159322033898305,"Fat supply quantity (g/capita/day)"
"Asia_East","Europe_Western_south",6.11,0.159322033898305,"Fat supply quantity (g/capita/day)"
"Asia_East","Asia_South",4.82,0.125684485006519,"Fat supply quantity (g/capita/day)"
"Asia_East","Asia_Southeast",3.9,0.101694915254237,"Fat supply quantity (g/capita/day)"
"Asia_East","Asia_West",3.84,0.10013037809648,"Fat supply quantity (g/capita/day)"
"Asia_East","Not_Specified",3.17,0.0826597131681877,"Fat supply quantity (g/capita/day)"
"Asia_East","Asia_Central",2.94,0.0766623207301173,"Fat supply quantity (g/capita/day)"
"Asia_East","Africa_East",2.35,0.061277705345502,"Fat supply quantity (g/capita/day)"
"Asia_East","Africa_Southern",1.36,0.0354628422425033,"Fat supply quantity (g/capita/day)"
"Asia_East","America_Caribbean",1.34,0.0349413298565841,"Fat supply quantity (g/capita/day)"
"Asia_East","Pacific_Region_tropical",0.62,0.0161668839634941,"Fat supply quantity (g/capita/day)"
"Asia_East","America_North",0.41,0.0106910039113429,"Fat supply quantity (g/capita/day)"
"Asia_East","America_South_andean",0.29,0.0075619295958279,"Fat supply quantity (g/capita/day)"
"Asia_East","Europe_Eastern_north",0.1,0.00260756192959583,"Fat supply quantity (g/capita/day)"
"Asia_East","Europe_Western_north",0.1,0.00260756192959583,"Fat supply quantity (g/capita/day)"
"Asia_East","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Asia_South","America_South_tropical",10.74,0.306070105443146,"Fat supply quantity (g/capita/day)"
"Asia_South","Africa_West",9.74,0.277571957822742,"Fat supply quantity (g/capita/day)"
