"Region","Region_crops","Fat_value","Calories_value","Food_weight_value","Protein_value","Fat_percentage","Calories_percentage","Food_weight_percentage","Protein_percentage"
"America_South_tropical","America_South_tropical",21.45,346.74,197.31,2.34,0.405405405405405,0.149626516266285,0.143219034899251,0.0588087459160593
"America_South_tropical","Asia_Central",1.55,588.25,424.07,11.38,0.0292950292950293,0.25384379706305,0.307814586841647,0.286001507916562
"America_South_tropical","Asia_East",34.82,804.74,309.42,11.02,0.658098658098658,0.347264355713589,0.224594971256025,0.276954008544861
"America_South_tropical","Asia_South",4.33,1092.24,526.62,11.65,0.0818370818370818,0.471327409951799,0.382251321061495,0.292787132445338
"America_South_tropical","Asia_Southeast",4.03,1068.1,514.99,10.45,0.0761670761670762,0.460910428632458,0.373809592938854,0.262628801206333
"America_South_tropical","Asia_West",2.63,633.79,436.94,13.52,0.0497070497070497,0.273495384854382,0.317156378839789,0.339783865292787
"America_South_tropical","Europe_Eastern_north",0.19,432.35,176.44,0.39,0.00359100359100359,0.186569257390922,0.1280703791882,0.00980145765267655
"America_South_tropical","Europe_Eastern_south",0.9,446.97,178.61,1.03,0.017010017010017,0.192878133401226,0.129645490970327,0.0258859009801458
"America_South_tropical","Europe_Western_north",0.19,432.35,176.44,0.39,0.00359100359100359,0.186569257390922,0.1280703791882,0.00980145765267655
"America_South_tropical","Europe_Western_south",0.9,446.97,178.61,1.03,0.017010017010017,0.192878133401226,0.129645490970327,0.0258859009801458
"America_South_tropical","Mediterranean_SouthandEast",2.58,1040.29,562.2,13.3,0.0487620487620488,0.448909755455538,0.408077347424656,0.33425483789897
"America_South_tropical","Not_Specified",1.73,124.33,179.6,2.39,0.0326970326970327,0.0536513375076056,0.130364090354799,0.0600653430510178
"America_South_tropical","Pacific_Region_tropical",2.99,39.27,29.17,0.49,0.0565110565110565,0.0169459343997722,0.0211732768131932,0.0123146519225936
"Asia_Central","Africa_Central",0.16,58.15,17.13,1.12,0.00420720483828556,0.0265959879620567,0.01169938122362,0.0227457351746548
"Asia_Central","Africa_East",10.97,100.58,13.25,0.26,0.288456481724954,0.0460021404853596,0.00904943381278258,0.00528025995125914
"Asia_Central","Africa_Southern",10.63,94.51,10.81,0.02,0.279516171443597,0.0432259126791742,0.00738297203895696,0.000406173842404549
"Asia_Central","Africa_West",0.16,58.76,17.33,1.14,0.00420720483828556,0.026874982848675,0.0118359764509828,0.0231519090170593
"Asia_Central","America_Caribbean",10.66,94.32,10.63,0,0.280305022350776,0.0431390126325226,0.00726003633433048,0
"Asia_Central","America_Central_and_Mexico",13.09,172.75,33.15,1.71,0.344201945832238,0.0790104371529715,0.0226406589353768,0.034727863525589
"Asia_Central","America_North",12.74,136.97,60.17,0.3,0.334998685248488,0.0626457862624747,0.0410946741520851,0.00609260763606824
"Asia_Central","America_South_andean",0.49,150.51,334.82,4.24,0.0128845648172495,0.068838558008068,0.22867407012799,0.0861088545897644
"Asia_Central","America_South_temperate",0,1.17,2.71,0.27,0,0.000535121339907246,0.00185086533076534,0.00548334687246141
"Asia_Central","America_South_tropical",12.53,115.3,16.78,0.58,0.329476728898238,0.052734607257526,0.0114603395757352,0.0117790414297319
"Asia_Central","Asia_Central",5.57,1250.61,569.03,35.97,0.146463318432816,0.571989828120855,0.388633911131145,0.730503655564582
"Asia_Central","Asia_East",1.22,107.82,100.71,1.66,0.0320799368919274,0.0493134896314523,0.0687825267385157,0.0337124289195776
"Asia_Central","Asia_South",0.57,240.35,71.68,1.5,0.0149881672363923,0.109928559014279,0.0489557294868117,0.0304630381803412
"Asia_Central","Asia_Southeast",0.31,237.05,70.48,1.4,0.00815145937417828,0.108419242414541,0.0481361581226352,0.0284321689683184
"Asia_Central","Asia_West",5.99,1273.57,591.45,36.38,0.157507231133316,0.582491012705701,0.40394623611851,0.738830219333875
"Asia_Central","Europe_Eastern_north",0.13,189.95,76.74,0.16,0.00341835393110702,0.0868771782182746,0.0524115887390895,0.00324939073923639
"Asia_Central","Europe_Eastern_south",0.82,194.78,76.59,0.14,0.0215619247962135,0.0890862688778917,0.0523091423185674,0.00284321689683184
"Asia_Central","Europe_Western_north",0.13,189.95,76.74,0.16,0.00341835393110702,0.0868771782182746,0.0524115887390895,0.00324939073923639
"Asia_Central","Europe_Western_south",0.82,194.78,76.59,0.14,0.0215619247962135,0.0890862688778917,0.0523091423185674,0.00284321689683184
"Asia_Central","Mediterranean_SouthandEast",6.25,1429.66,575.12,35.53,0.16434393899553,0.653881687873327,0.392793235804341,0.721567831031682
"Asia_Central","Not_Specified",3.41,173.43,363.84,3.82,0.0896660531159611,0.0793214478462509,0.248494037618326,0.0775792038992689
"Asia_Central","Pacific_Region_tropical",0.17,1.19,0.04,0,0.00447015514067841,0.000544268713238993,2.73190454725512e-05,0
"Asia_East","Africa_Central",9.26,856.81,216.51,15.16,0.241460234680574,0.373391380895728,0.122390489595876,0.277859237536657
"Asia_East","Africa_East",2.35,37.6,8.67,0.97,0.061277705345502,0.0163857983936688,0.00490104634795733,0.0177785923753666
"Asia_East","Africa_Southern",1.36,23.73,5.62,0.58,0.0354628422425033,0.0103413562734511,0.00317691816326646,0.0106304985337243
"Asia_East","Africa_West",9.27,860.14,217.71,15.26,0.241720990873533,0.374842569955593,0.123068835111164,0.279692082111437
"Asia_East","America_Caribbean",1.34,14.39,4.35,0.01,0.0349413298565841,0.00627105422566208,0.00245900249291977,0.000183284457478006
"Asia_East","America_Central_and_Mexico",8.37,205.01,98.42,2.32,0.218252933507171,0.0893418225714373,0.0556356380122215,0.0425219941348974
"Asia_East","America_North",0.41,10.67,15.36,0.06,0.0106910039113429,0.00464990608671399,0.00868282259568911,0.00109970674486804
"Asia_East","America_South_andean",0.29,90.21,175.15,2.83,0.0075619295958279,0.039312842369491,0.0990101808356086,0.0518695014662757
"Asia_East","America_South_temperate",0,0.97,2.33,0.23,0,0.000422718735155818,0.00131712087551795,0.00421554252199413
"Asia_East","America_South_tropical",12.23,185.51,89.31,2.63,0.31890482398957,0.0808438686172739,0.0504858649753252,0.0482038123167155
"Asia_East","Asia_Central",2.94,597.39,334.33,17.71,0.0766623207301173,0.260338087829623,0.18899271343859,0.324596774193548
"Asia_East","Asia_East",11.97,939.79,328.59,19.23,0.312125162972621,0.409553443414521,0.185747960723795,0.352456011730205
"Asia_East","Asia_South",4.82,912.16,260.28,15.55,0.125684485006519,0.397512496350238,0.147133142266013,0.285007331378299
"Asia_East","Asia_Southeast",3.9,897.05,258.35,15.06,0.101694915254237,0.390927671517037,0.146042136562258,0.276026392961877
"Asia_East","Asia_West",3.84,607.23,309.79,18.33,0.10013037809648,0.264626286132647,0.175120547650946,0.335960410557185
"Asia_East","Europe_Eastern_north",0.1,95.96,65.72,0.14,0.00260756192959583,0.041818649304693,0.0371507227206177,0.00256598240469208
"Asia_East","Europe_Eastern_south",6.11,152.23,72.76,0.31,0.159322033898305,0.0663406938688352,0.0411303497436419,0.00568181818181818
"Asia_East","Europe_Western_north",0.1,95.96,65.72,0.14,0.00260756192959583,0.041818649304693,0.0371507227206177,0.00256598240469208
"Asia_East","Europe_Western_south",6.11,152.23,72.76,0.31,0.159322033898305,0.0663406938688352,0.0411303497436419,0.00568181818181818
"Asia_East","Mediterranean_SouthandEast",8.76,713.81,299.61,17.6,0.228422425032595,0.31107305189853,0.169365916529584,0.32258064516129
"Asia_East","Not_Specified",3.17,297.62,836.95,10.98,0.0826597131681877,0.129700566966056,0.473117732517058,0.20124633431085
"Asia_East","Pacific_Region_tropical",0.62,7.82,4.57,0.01,0.0161668839634941,0.00340789743187474,0.00258336583738927,0.000183284457478006
"Asia_South","Africa_Central",9.03,993.15,267.66,20.96,0.257338273012254,0.446327455104352,0.26224464801842,0.447194367399189
"Asia_South","Africa_East",4.36,214.37,60.93,8.36,0.124251923624964,0.096339139657373,0.0596972517513349,0.178365692340516
"Asia_South","Africa_Southern",3.89,194.53,55.76,7.24,0.110857794243374,0.0874229268906506,0.0546318522510165,0.154469810113079
"Asia_South","Africa_West",9.74,1056.45,287.93,22.78,0.277571957822742,0.474774847651405,0.28210454122373,0.486025176018775
"Asia_South","America_Caribbean",2.26,23.86,4.35,0.28,0.0644058136221145,0.0107228244261087,0.00426198990839171,0.0059739705568594
"Asia_South","America_Central_and_Mexico",7.78,159.86,52.43,3.32,0.221715588486748,0.0718420248431574,0.051369225493558,0.0708342223170472
"Asia_South","America_North",1.5,14.21,3.87,0,0.042747221430607,0.00638605763181075,0.00379170136677607,0
"Asia_South","America_South_andean",0.27,77.17,100.65,2.98,0.00769449985750926,0.0346806521778209,0.0986136285700289,0.0635801152122893
"Asia_South","America_South_temperate",0,0.88,1.59,0.19,0,0.000395477179169138,0.0015578307941018,0.00405376573501173
"Asia_South","America_South_tropical",10.74,117.75,36.4,0.74,0.306070105443146,0.0529175430081432,0.0356635477391858,0.0157883507574141
"Asia_South","Asia_Central",2.22,479.66,184.52,13.99,0.0632658877172984,0.215562027000306,0.180786753539411,0.298485171751654
"Asia_South","Asia_East",8.25,947.71,277.26,17.79,0.235109717868339,0.425906451670891,0.271650418850732,0.379560486451888
"Asia_South","Asia_South",8.24,1250.02,430.18,22.59,0.234824736392134,0.561766344892053,0.421476510067114,0.481971410283764
"Asia_South","Asia_Southeast",7.01,1169.22,404.01,18.28,0.199772014819037,0.525454349350159,0.395835986871112,0.390014934926392
"Asia_South","Asia_West",3.49,574.43,209.63,19.38,0.0994585351952123,0.258152222761509,0.205388722872679,0.413484104971197
"Asia_South","Europe_Eastern_north",0.09,207.99,92.45,0.13,0.00256483328583642,0.0934719301083967,0.0905795326507618,0.00277362918711329
"Asia_South","Europe_Eastern_south",4.97,266.36,102.21,1.21,0.141635793673411,0.119703751640331,0.10014206633028,0.0258160870492853
"Asia_South","Europe_Western_north",0.09,207.99,92.45,0.13,0.00256483328583642,0.0934719301083967,0.0905795326507618,0.00277362918711329
"Asia_South","Europe_Western_south",4.97,266.36,102.21,1.21,0.141635793673411,0.119703751640331,0.10014206633028,0.0258160870492853
"Asia_South","Mediterranean_SouthandEast",7.9,807.97,273.8,19.08,0.225135366201197,0.363106473242374,0.26826042227992,0.407083422231705
"Asia_South","Not_Specified",1.7,96.02,212.68,2.99,0.0484468509546879,0.043151953117978,0.208377014647529,0.0637934713036057
"Asia_South","Pacific_Region_tropical",3.1,32.64,17.62,0.24,0.0883442576232545,0.0146686081000917,0.017263508548474,0.00512054619159377
"Asia_Southeast","Africa_Central",14.37,1350.81,365.8,24.62,0.399610678531702,0.581877000348917,0.329986558776037,0.592967244701349
"Asia_Southeast","Africa_East",1.13,28.14,7.95,1.22,0.0314238042269188,0.0121216298293754,0.00717165976563557,0.029383429672447
"Asia_Southeast","Africa_Southern",0.31,17.63,4.57,0.89,0.00862068965517241,0.00759432600895123,0.00412257674578045,0.0214354527938343
"Asia_Southeast","Africa_West",14.37,1351.3,365.89,24.63,0.399610678531702,0.58208807350515,0.330067747377157,0.593208092485549
"Asia_Southeast","America_Caribbean",0.46,12.46,6.46,0.29,0.0127919911012236,0.00536728882992242,0.0058275373693089,0.00698458574181117
"Asia_Southeast","America_Central_and_Mexico",12.74,362.4,169.11,5.58,0.354282536151279,0.156107983303683,0.152553381505237,0.134393063583815
"Asia_Southeast","America_North",0.38,3.87,2.16,0.01,0.010567296996663,0.00166704717269661,0.00194852642688966,0.000240847784200385
"Asia_Southeast","America_South_andean",0.08,24.3,23.59,1.17,0.00222469410456062,0.0104675055029787,0.0212804344492255,0.0281791907514451
"Asia_Southeast","America_South_temperate",0,0.4,1.35,0.13,0,0.000172304617332983,0.00121782901680604,0.00313102119460501
"Asia_Southeast","America_South_tropical",15.55,247.08,134.03,2.61,0.432424916573971,0.106432562126584,0.12090786897964,0.0628612716763006
"Asia_Southeast","Asia_Central",0.42,146.24,85.33,3.83,0.0116796440489433,0.0629945680969386,0.0769758148178218,0.0922447013487476
"Asia_Southeast","Asia_East",8.36,1298.61,382.71,25.04,0.232480533926585,0.559391247786963,0.345240994830992,0.603082851637765
"Asia_Southeast","Asia_South",11.53,1563.35,530.98,25.74,0.3206340378198,0.673431058768797,0.478994704699016,0.619942196531792
"Asia_Southeast","Asia_Southeast",10.63,1540.53,526.71,24.77,0.295606229143493,0.663601080349951,0.475142756623637,0.596579961464354
"Asia_Southeast","Asia_West",1.35,169.92,90.04,4.91,0.0375417130144605,0.0731950014430512,0.0812246849431229,0.118256262042389
"Asia_Southeast","Europe_Eastern_north",0.06,185.76,75.05,0.07,0.00166852057842047,0.0800182642894373,0.0677022723787358,0.0016859344894027
"Asia_Southeast","Europe_Eastern_south",0.15,188.06,75.41,0.19,0.00417130144605117,0.081009015839102,0.0680270267832174,0.00457610789980732
"Asia_Southeast","Europe_Western_north",0.06,185.76,75.05,0.07,0.00166852057842047,0.0800182642894373,0.0677022723787358,0.0016859344894027
"Asia_Southeast","Europe_Western_south",0.15,188.06,75.41,0.19,0.00417130144605117,0.081009015839102,0.0680270267832174,0.00457610789980732
"Asia_Southeast","Mediterranean_SouthandEast",0.67,342.05,147.66,4.64,0.0186318131256952,0.147341985896867,0.133203431571541,0.111753371868979
"Asia_Southeast","Not_Specified",2.03,130.31,248.33,3.09,0.0564516129032258,0.0561325367116525,0.224017392402551,0.0744219653179191
"Asia_Southeast","Pacific_Region_tropical",6.56,71.4,37.55,0.41,0.182424916573971,0.0307563741939375,0.033873688578568,0.0098747591522158
"Asia_West","Africa_Central",20.59,390.96,97.82,9.86,0.392714094983788,0.164709748360107,0.079145596504713,0.193371249264562
"Asia_West","Africa_East",16.15,160.89,39.71,6.82,0.308029753957658,0.0677822575548843,0.0321291314373559,0.13375171602275
"Asia_West","Africa_Southern",7.42,109.51,27.93,6.13,0.141522029372497,0.0461360869217191,0.022598001537279,0.120219650911944
"Asia_West","Africa_West",20.64,396.08,99.35,10,0.393667747472821,0.166866782101675,0.0803835106598163,0.196116885663856
"Asia_West","America_Caribbean",6.92,44.85,8.49,0.21,0.131985504482167,0.0188951100213597,0.00686920991949513,0.00411845459894097
"Asia_West","America_Central_and_Mexico",31.15,320.4,68.48,3.51,0.594125500667557,0.134983127109111,0.0554067721186132,0.0688370268680133
"Asia_West","America_North",7.92,141.19,86.92,0.27,0.151058554262827,0.0594827331976761,0.0703264695173753,0.0052951559129241
"Asia_West","America_South_andean",0.39,136.35,191.91,3.96,0.00743848941445737,0.0574436622388493,0.155273271572475,0.0776622867228868
"Asia_West","America_South_temperate",0,2.06,4.19,0.4,0,0.00086786904445933,0.00339010477770136,0.00784467542655423
"Asia_West","America_South_tropical",28.18,195.22,37.17,1.07,0.537478542818997,0.0822453373103643,0.0300740321210405,0.0209845067660326
"Asia_West","Asia_Central",6.44,1732.2,524.73,34.39,0.12283044058745,0.729768329520608,0.424556009547312,0.674445969798
"Asia_West","Asia_East",7.36,344.57,249.55,5.35,0.140377646385657,0.145165843033666,0.201909462356891,0.104922533830163
"Asia_West","Asia_South",3.24,611.62,223.54,10.56,0.0617966812893382,0.257672847073891,0.180864921720134,0.207099431261032
"Asia_West","Asia_Southeast",1.47,513.12,180.69,4.48,0.0280373831775701,0.21617522528785,0.14619523443505,0.0878603647774073
"Asia_West","Asia_West",15.72,1908.78,607.56,41.14,0.299828342551974,0.804160715865573,0.491573283708888,0.806824867621102
"Asia_West","Europe_Eastern_north",0.11,309.43,133.99,0.24,0.00209803547587259,0.130361513799539,0.108410534406732,0.00470680525593254
"Asia_West","Europe_Eastern_south",9.91,362.13,144.09,0.63,0.18901392332634,0.152563794694203,0.116582386018852,0.0123553637968229
"Asia_West","Europe_Western_north",0.11,309.43,133.99,0.24,0.00209803547587259,0.130361513799539,0.108410534406732,0.00470680525593254
"Asia_West","Europe_Western_south",9.91,362.13,144.09,0.63,0.18901392332634,0.152563794694203,0.116582386018852,0.0123553637968229
"Asia_West","Mediterranean_SouthandEast",16.75,2175.35,650.08,40,0.319473583826054,0.916465497992526,0.525975969901695,0.784467542655423
"Asia_West","Not_Specified",6.31,181.66,427.59,6.54,0.120350944115964,0.0765325682604281,0.345960597111534,0.128260443224162
"Asia_West","Pacific_Region_tropical",0.9,6.94,4.85,0.04,0.0171657448025939,0.00292379182939211,0.00392410696225575,0.000784467542655423
"Europe_Eastern_north","Africa_Central",1.88,55.51,17.74,0.98,0.0405172413793103,0.022423933944124,0.0108096250754054,0.0212397052449068
"Europe_Eastern_north","Africa_East",0.88,29.96,13.81,1.36,0.0189655172413793,0.0121027033141047,0.00841493361281556,0.0294755093194625
"Europe_Eastern_north","Africa_Southern",0.05,6.56,2.26,0.2,0.00107758620689655,0.00264999111283468,0.00137709992505164,0.00433463372345037
"Europe_Eastern_north","Africa_West",1.93,61.54,19.88,1.14,0.0415948275862069,0.0248598251652205,0.0121136046504543,0.0247074122236671
"Europe_Eastern_north","America_Caribbean",0.09,1.7,0.65,0.06,0.00193965517241379,0.000686735501801671,0.000396068562514853,0.00130039011703511
"Europe_Eastern_north","America_Central_and_Mexico",3.6,84.05,24.4,1.6,0.0775862068965517,0.0339530111331944,0.0148678045005575,0.0346770697876029
"Europe_Eastern_north","America_North",26.35,256.39,59.82,0.11,0.567887931034483,0.103571832533488,0.0364504944763669,0.0023840485478977
"Europe_Eastern_north","America_South_andean",0.45,217.9,376.46,5.63,0.00969827586206897,0.0880233328485789,0.229390724683602,0.122019939315128
"Europe_Eastern_north","America_South_temperate",0,0.76,2.38,0.24,0,0.000307011165511335,0.00145022027505438,0.00520156046814044
"Europe_Eastern_north","America_South_tropical",3.95,42.93,12.8,0.98,0.0851293103448276,0.0173420912307916,0.00779950400029248,0.0212397052449068
"Europe_Eastern_north","Asia_Central",3.67,1067.92,629.24,29.79,0.0790948275862069,0.431399162990612,0.383418741964378,0.645643693107932
"Europe_Eastern_north","Asia_East",3.06,120.66,133.01,1.36,0.065948275862069,0.0487420621455233,0.0810478146155393,0.0294755093194625
"Europe_Eastern_north","Asia_South",0.53,438.76,145.8,1.24,0.0114224137931034,0.177242393394412,0.0888412252533315,0.0268747290853923
"Europe_Eastern_north","Asia_Southeast",0.44,436.2,144.7,1.2,0.00948275862068966,0.176208250521111,0.0881709553783064,0.0260078023407022
"Europe_Eastern_north","Asia_West",4.77,1180.22,650.91,33.02,0.102801724137931,0.476764102315511,0.396623058502373,0.715648027741656
"Europe_Eastern_north","Europe_Eastern_north",0.35,414.12,166.07,0.59,0.00754310344827586,0.167288768238887,0.101192471041295,0.0127871694841786
"Europe_Eastern_north","Europe_Eastern_south",5.72,464.39,170.68,1,0.123275862068966,0.187595940989222,0.1040015111539,0.0216731686172518
"Europe_Eastern_north","Europe_Western_north",0.35,414.12,166.07,0.59,0.00754310344827586,0.167288768238887,0.101192471041295,0.0127871694841786
"Europe_Eastern_north","Europe_Western_south",5.72,464.39,170.68,1,0.123275862068966,0.187595940989222,0.1040015111539,0.0216731686172518
"Europe_Eastern_north","Mediterranean_SouthandEast",9.05,1499.85,689.64,30.24,0.195043103448276,0.605882495516021,0.420222651465758,0.655396618985696
"Europe_Eastern_north","Not_Specified",1.98,203.17,317.05,3.4,0.0426724137931035,0.0820729717064973,0.193190058069745,0.0736887732986563
"Europe_Eastern_north","Pacific_Region_tropical",0.25,2.4,1.32,0,0.00538793103448276,0.000969508943720006,0.000804323850030162,0
"Europe_Eastern_south","Africa_Central",3.05,108.65,46,3,0.0421212539704461,0.0385846038019951,0.0252827824251685,0.0484730974309258
"Europe_Eastern_south","Africa_East",10.03,105.63,47.24,2.34,0.138516779450352,0.0375121187262287,0.0259643182992382,0.0378090159961222
"Europe_Eastern_south","Africa_Southern",2.32,27.29,17.14,1.51,0.0320397735119459,0.0096914297078366,0.00942058458189973,0.0243981257068993
"Europe_Eastern_south","Africa_West",3.05,108.65,46,3,0.0421212539704461,0.0385846038019951,0.0252827824251685,0.0484730974309258
"Europe_Eastern_south","America_Caribbean",2.28,15.07,2.33,0.16,0.0314873636238089,0.00535177155357631,0.00128062789240527,0.00258523186298271
"Europe_Eastern_south","America_Central_and_Mexico",9.95,193.45,55,4.5,0.137411959674078,0.0686994165255035,0.0302294137692232,0.0727096461463888
"Europe_Eastern_south","America_North",14.51,224.11,72.54,0.53,0.200386686921696,0.0795876259370927,0.0398698486330809,0.00856358054613023
"Europe_Eastern_south","America_South_andean",0.36,113.64,259.14,4.35,0.00497168899323298,0.0403566900695695,0.142430005166482,0.0702859912748425
"Europe_Eastern_south","America_South_temperate",0,1.98,1.51,0.24,0,0.000703152466893238,0.000829934814391399,0.00387784779447407
"Europe_Eastern_south","America_South_tropical",6.83,64.03,13.9,0.93,0.0943239883993924,0.0227388143713,0.00763979729804003,0.015026660203587
"Europe_Eastern_south","Asia_Central",5.04,648.38,545.72,24.13,0.0696036459052617,0.230257573981938,0.299941739675281,0.38988528033608
"Europe_Eastern_south","Asia_East",5.74,188.26,174.04,2.6,0.0792708189476592,0.0668563047562227,0.09565685767992,0.0420100177734691
"Europe_Eastern_south","Asia_South",1.52,290.02,102.07,3.17,0.0209915757492059,0.102994080024433,0.0561002956986292,0.051219906285345
"Europe_Eastern_south","Asia_Southeast",0.53,263.49,80.95,1.51,0.00731943101781522,0.0935725472230804,0.0444922008112475,0.0243981257068993
"Europe_Eastern_south","Asia_West",13.01,755.59,606.89,27.02,0.179671316116558,0.268330794171647,0.333562344043706,0.436581030861205
"Europe_Eastern_south","Europe_Eastern_north",0.08,210.47,78.75,0.17,0.001104819776274,0.0747436867207171,0.0432830242604786,0.00274680885441913
"Europe_Eastern_south","Europe_Eastern_south",7.06,277.84,102.11,0.54,0.0975003452561801,0.0986686269705138,0.056122280726825,0.00872515753756665
"Europe_Eastern_south","Europe_Western_north",0.08,210.47,78.75,0.17,0.001104819776274,0.0747436867207171,0.0432830242604786,0.00274680885441913
"Europe_Eastern_south","Europe_Western_south",7.06,277.84,102.11,0.54,0.0975003452561801,0.0986686269705138,0.056122280726825,0.00872515753756665
"Europe_Eastern_south","Mediterranean_SouthandEast",12.21,911.54,614.18,26.06,0.168623118353819,0.323712929127203,0.33756911543239,0.421069639683309
"Europe_Eastern_south","Not_Specified",3.64,196.73,294.97,3.85,0.0502692998204668,0.0698642347534882,0.162123094172868,0.0622071417030215
"Europe_Eastern_south","Pacific_Region_tropical",0.37,6.23,1.11,0,0.00510979146526723,0.00221244437815398,0.000610084532433413,0
"Europe_Western_north","Africa_Central",5.88,120.76,35.25,2.26,0.0926275992438563,0.0509469225544338,0.0222981307524433,0.0551892551892552
"Europe_Western_north","Africa_East",4.12,58.05,24.65,1.81,0.0649023314429742,0.0244904674915939,0.0155928772495809,0.0442002442002442
"Europe_Western_north","Africa_Southern",0.02,4.32,1.2,0.27,0.000315059861373661,0.00182254641797908,0.000759085302210836,0.00659340659340659
"Europe_Western_north","Africa_West",5.88,121.11,35.27,2.27,0.0926275992438563,0.0510945825651497,0.0223107821741468,0.0554334554334554
"Europe_Western_north","America_Caribbean",0.1,1.48,0.23,0.05,0.00157529930686831,0.000624390902455797,0.00014549134959041,0.00122100122100122
"Europe_Western_north","America_Central_and_Mexico",9.66,144.84,33.17,2.35,0.152173913043478,0.0611059312916876,0.0209823828952779,0.0573870573870574
"Europe_Western_north","America_North",11.92,151.62,124.91,0.16,0.187775677378702,0.063966316642127,0.0790144542492963,0.00390720390720391
"Europe_Western_north","America_South_andean",0.3,159.03,257.03,4.11,0.00472589792060491,0.067092490011855,0.162589746022709,0.1003663003663
"Europe_Western_north","America_South_temperate",0,0.54,2.21,0.22,0,0.000227818302247385,0.00139798209823829,0.00537240537240537
"Europe_Western_north","America_South_tropical",10.77,111.5,28.87,1.79,0.169659735349716,0.0470402605566361,0.0182623272290224,0.0437118437118437
"Europe_Western_north","Asia_Central",3.84,852.99,532.02,27.74,0.0604914933837429,0.359864321544439,0.336540468735174,0.677411477411477
"Europe_Western_north","Asia_East",11.53,283.13,319.05,2.17,0.181632010081916,0.119448510954263,0.201821804725306,0.052991452991453
"Europe_Western_north","Asia_South",3.87,524.9,171.83,1.95,0.0609640831758034,0.221447827499357,0.10869468956574,0.0476190476190476
"Europe_Western_north","Asia_Southeast",3.62,517.54,174.79,1.6,0.0570258349086326,0.218342748416874,0.11056709997786,0.0390720390720391
"Europe_Western_north","Asia_West",8,990.14,614.4,29.82,0.126023944549464,0.417725951457826,0.388651674731948,0.728205128205128
"Europe_Western_north","Europe_Eastern_north",0.53,455.39,180.98,0.87,0.00834908632640202,0.192122549371179,0.114482714995098,0.0212454212454212
"Europe_Western_north","Europe_Eastern_south",19.04,612.29,195.22,0.79,0.299936988027725,0.258316422746392,0.123490527247999,0.0192918192918193
"Europe_Western_north","Europe_Western_north",0.53,455.39,180.98,0.87,0.00834908632640202,0.192122549371179,0.114482714995098,0.0212454212454212
"Europe_Western_north","Europe_Western_south",19.04,612.29,195.22,0.79,0.299936988027725,0.258316422746392,0.123490527247999,0.0192918192918193
"Europe_Western_north","Mediterranean_SouthandEast",22.62,1484.66,712.4,28.48,0.356332703213611,0.626356890027043,0.450643641079166,0.695482295482295
"Europe_Western_north","Not_Specified",7.32,250.01,332.7,4.81,0.11531190926276,0.10547565508309,0.210456400037954,0.117460317460317
"Europe_Western_north","Pacific_Region_tropical",3.5,25.88,5.14,0.05,0.0551354757403907,0.0109184030780784,0.00325141537780308,0.00122100122100122
"Europe_Western_south","Africa_Central",2.53,116.16,37.89,3.05,0.0304892745239817,0.047520475204752,0.0233656674539501,0.0693654764612236
"Europe_Western_south","Africa_East",24.45,259.38,54.31,2.93,0.294649313087491,0.106111061110611,0.0334914066884146,0.0666363429611099
"Europe_Western_south","Africa_Southern",0.29,19.52,5.43,1.09,0.00349481802844059,0.00798553440079855,0.00334852399775532,0.0247896292926996
"Europe_Western_south","Africa_West",2.53,116.18,37.91,3.05,0.0304892745239817,0.0475286571047529,0.0233780008756729,0.0693654764612236
"Europe_Western_south","America_Caribbean",0.23,2.51,0.43,0.02,0.00277175222945288,0.00102682845010268,0.000265168567041397,0.000454855583352286
"Europe_Western_south","America_Central_and_Mexico",6.24,118.76,30.11,2.02,0.0751988430947216,0.0485841222048584,0.0185679664037592,0.0459404139185808
"Europe_Western_south","America_North",17.56,230.92,111.19,0.24,0.211617257170402,0.0944682174094468,0.0685676580682162,0.00545826700022743
"Europe_Western_south","America_South_andean",0.37,109.98,258.77,3.52,0.0044589057604242,0.0449922681044992,0.159575976961168,0.0800545826700023
"Europe_Western_south","America_South_temperate",0,0,0.22,0.02,0,0,0.000135667638951412,0.000454855583352286
"Europe_Western_south","America_South_tropical",5.5,63.58,21.92,0.96,0.0662810315738732,0.026010260102601,0.0135174302082498,0.0218330680009097
"Europe_Western_south","Asia_Central",3.75,897.84,438.13,23.89,0.0451916124367317,0.36730185483673,0.270182102971738,0.543324994314305
"Europe_Western_south","Asia_East",14.04,314.06,298.6,2.13,0.169197396963124,0.128480375712848,0.184137986322235,0.0484421196270184
"Europe_Western_south","Asia_South",2.98,360.25,125.64,2.56,0.0359122680163895,0.147376473764738,0.0774785552629794,0.0582215146690926
"Europe_Western_south","Asia_Southeast",2.7,339,113.55,1.42,0.0325379609544469,0.138683205013868,0.0700230018315131,0.0322947464180123
"Europe_Western_south","Asia_West",27.89,1212.75,537.87,26.2,0.336105085562786,0.496129961299613,0.331688877103619,0.595860814191494
"Europe_Western_south","Europe_Eastern_north",0.16,257.75,105.31,0.18,0.00192817546396722,0.105444236260544,0.0649416320816966,0.00409370025017057
"Europe_Western_south","Europe_Eastern_south",26.96,513.92,142.61,1.21,0.324897565678477,0.210242102421024,0.0879434635948224,0.0275187627928133
"Europe_Western_south","Europe_Western_north",0.16,257.75,105.31,0.18,0.00192817546396722,0.105444236260544,0.0649416320816966,0.00409370025017057
