"Region","Item","Element","Average"
"Africa_East","Fruit_fresh_nes","Area harvested",144050.666666667
"Africa_East","Fruit_fresh_nes","Production",1029641.66666667
"Africa_East","Fruit_fresh_nes","Gross Production Value (current million US$)",23.6766666666667
"Africa_East","Fruit_pome_nes","Area harvested",0
"Africa_East","Fruit_pome_nes","Production",0
"Africa_East","Fruit_pome_nes","Gross Production Value (current million US$)",0
"Africa_East","Fruit_stone_nes","Area harvested",0
"Africa_East","Fruit_stone_nes","Production",0
"Africa_East","Fruit_stone_nes","Gross Production Value (current million US$)",0
"Africa_East","Fruit_tropical_fresh_nes","Area harvested",18816.3333333333
"Africa_East","Fruit_tropical_fresh_nes","Production",132327
"Africa_East","Fruit_tropical_fresh_nes","Gross Production Value (current million US$)",0
"Africa_East","Garlic","Area harvested",19427.6666666667
"Africa_East","Garlic","Production",175575.666666666
"Africa_East","Garlic","Gross Production Value (current million US$)",153.493333333333
"Africa_East","Ginger","Area harvested",2797.66666666667
"Africa_East","Ginger","Production",10775.3333333333
"Africa_East","Ginger","Gross Production Value (current million US$)",2.78666666666667
"Africa_East","Gooseberries","Area harvested",0
"Africa_East","Gooseberries","Production",0
"Africa_East","Gooseberries","Gross Production Value (current million US$)",0
"Africa_East","Grain_mixed","Area harvested",0
"Africa_East","Grain_mixed","Production",0
"Africa_East","Grain_mixed","Gross Production Value (current million US$)",0
"Africa_East","Grapefruit","Area harvested",14384
"Africa_East","Grapefruit","Production",191117
"Africa_East","Grapefruit","Gross Production Value (current million US$)",287.966666666667
"Africa_East","Grapes","Area harvested",2114.66666666667
"Africa_East","Grapes","Production",5469
"Africa_East","Grapes","Gross Production Value (current million US$)",0.853333333333333
"Africa_East","Groundnut","Area harvested",1753261.33333333
"Africa_East","Groundnut","Production",1360144
"Africa_East","Groundnut","Gross Production Value (current million US$)",1399.18333333333
"Africa_East","Hazelnuts","Area harvested",0
"Africa_East","Hazelnuts","Production",0
"Africa_East","Hazelnuts","Gross Production Value (current million US$)",0
"Africa_East","Hempseed","Area harvested",0
"Africa_East","Hempseed","Production",0
"Africa_East","Hempseed","Gross Production Value (current million US$)",0
"Africa_East","Hops","Area harvested",22743.6666666667
"Africa_East","Hops","Production",29308.3333333333
"Africa_East","Hops","Gross Production Value (current million US$)",24.7166666666667
"Africa_East","Kiwi","Area harvested",0
"Africa_East","Kiwi","Production",0
"Africa_East","Kiwi","Gross Production Value (current million US$)",0
"Africa_East","Kola_nuts","Area harvested",0
"Africa_East","Kola_nuts","Production",0
"Africa_East","Kola_nuts","Gross Production Value (current million US$)",0
"Africa_East","Leeks","Area harvested",10808
"Africa_East","Leeks","Production",4851
"Africa_East","Leeks","Gross Production Value (current million US$)",0.1
"Africa_East","Lemons & limes","Area harvested",20288
"Africa_East","Lemons & limes","Production",263434
"Africa_East","Lemons & limes","Gross Production Value (current million US$)",532.256666666667
"Africa_East","Lentils","Area harvested",100928.333333333
"Africa_East","Lentils","Production",113079.333333334
"Africa_East","Lentils","Gross Production Value (current million US$)",68.49
"Africa_East","Lettuce","Area harvested",1250.33333333333
"Africa_East","Lettuce","Production",11700.6666666667
"Africa_East","Lettuce","Gross Production Value (current million US$)",3.38666666666667
"Africa_East","Linseed","Area harvested",111258.333333333
"Africa_East","Linseed","Production",110531.333333334
"Africa_East","Linseed","Gross Production Value (current million US$)",62.55
"Africa_East","Lupins","Area harvested",0
"Africa_East","Lupins","Production",0
"Africa_East","Lupins","Gross Production Value (current million US$)",0
"Africa_East","Maize","Area harvested",5236700.99999999
"Africa_East","Maize","Production",11075670.6666667
"Africa_East","Maize","Gross Production Value (current million US$)",1887.38666666667
"Africa_East","Mangoes_mangosteens_guavas","Area harvested",90179.3333333333
"Africa_East","Mangoes_mangosteens_guavas","Production",1295599
"Africa_East","Mangoes_mangosteens_guavas","Gross Production Value (current million US$)",7143.62
"Africa_East","Mate","Area harvested",0
"Africa_East","Mate","Production",0
"Africa_East","Mate","Gross Production Value (current million US$)",0
"Africa_East","Melons","Area harvested",54555
"Africa_East","Melons","Production",100437.333333334
"Africa_East","Melons","Gross Production Value (current million US$)",81.75
"Africa_East","Millets","Area harvested",2966079.33333333
"Africa_East","Millets","Production",1519851.33333333
"Africa_East","Millets","Gross Production Value (current million US$)",802.383333333333
"Africa_East","Mustard_seed","Area harvested",4809
"Africa_East","Mustard_seed","Production",3010.66666666667
"Africa_East","Mustard_seed","Gross Production Value (current million US$)",0
"Africa_East","Nutmeg_mace_cardamoms","Area harvested",453
"Africa_East","Nutmeg_mace_cardamoms","Production",190.333333333333
"Africa_East","Nutmeg_mace_cardamoms","Gross Production Value (current million US$)",0.05
"Africa_East","Nuts_nes","Area harvested",63795
"Africa_East","Nuts_nes","Production",78584
"Africa_East","Nuts_nes","Gross Production Value (current million US$)",20.22
"Africa_East","Oats","Area harvested",32165.3333333334
"Africa_East","Oats","Production",46669.6666666667
"Africa_East","Oats","Gross Production Value (current million US$)",12.6833333333333
"Africa_East","Oilseeds_nes","Area harvested",408165.333333334
"Africa_East","Oilseeds_nes","Production",301305.666666667
"Africa_East","Oilseeds_nes","Gross Production Value (current million US$)",0
"Africa_East","Okra","Area harvested",21727.6666666667
"Africa_East","Okra","Production",259151.666666666
"Africa_East","Okra","Gross Production Value (current million US$)",816.253333333333
"Africa_East","Olives","Area harvested",0
"Africa_East","Olives","Production",0
"Africa_East","Olives","Gross Production Value (current million US$)",0
"Africa_East","Onions","Area harvested",157344.666666667
"Africa_East","Onions","Production",1661279.66666667
"Africa_East","Onions","Gross Production Value (current million US$)",887.956666666666
"Africa_East","Oranges","Area harvested",26342.3333333333
"Africa_East","Oranges","Production",302880.333333333
"Africa_East","Oranges","Gross Production Value (current million US$)",792.163333333333
"Africa_East","Palm oil","Area harvested",0
"Africa_East","Palm oil","Production",0
"Africa_East","Palm oil","Gross Production Value (current million US$)",0
"Africa_East","Papayas","Area harvested",11654.6666666667
"Africa_East","Papayas","Production",110449
"Africa_East","Papayas","Gross Production Value (current million US$)",25.2333333333334
"Africa_East","Peaches & nectarines","Area harvested",75.6666666666666
"Africa_East","Peaches & nectarines","Production",589
"Africa_East","Peaches & nectarines","Gross Production Value (current million US$)",0.226666666666667
"Africa_East","Pears","Area harvested",254
"Africa_East","Pears","Production",5021.33333333333
"Africa_East","Pears","Gross Production Value (current million US$)",1.36333333333333
"Africa_East","Peas","Area harvested",304801.666666666
"Africa_East","Peas","Production",415726.666666666
"Africa_East","Peas","Gross Production Value (current million US$)",200.756666666667
"Africa_East","Pepper","Area harvested",8081.66666666667
"Africa_East","Pepper","Production",6260.66666666667
"Africa_East","Pepper","Gross Production Value (current million US$)",2.62666666666667
"Africa_East","Peppermint","Area harvested",0
"Africa_East","Peppermint","Production",0
"Africa_East","Peppermint","Gross Production Value (current million US$)",0
"Africa_East","Persimmons","Area harvested",0
"Africa_East","Persimmons","Production",0
"Africa_East","Persimmons","Gross Production Value (current million US$)",0
"Africa_East","Pigeonpeas","Area harvested",235120.333333333
"Africa_East","Pigeonpeas","Production",170408.666666667
"Africa_East","Pigeonpeas","Gross Production Value (current million US$)",60.3266666666667
"Africa_East","Pineapples","Area harvested",13726
"Africa_East","Pineapples","Production",424740.666666667
"Africa_East","Pineapples","Gross Production Value (current million US$)",120.186666666667
"Africa_East","Pistachios","Area harvested",0
"Africa_East","Pistachios","Production",0
"Africa_East","Pistachios","Gross Production Value (current million US$)",0
"Africa_East","Plums","Area harvested",552
"Africa_East","Plums","Production",8694.66666666667
"Africa_East","Plums","Gross Production Value (current million US$)",3.84333333333333
"Africa_East","Poppy","Area harvested",0
"Africa_East","Poppy","Production",0
"Africa_East","Poppy","Gross Production Value (current million US$)",0
"Africa_East","Potatoes","Area harvested",455611.666666666
"Africa_East","Potatoes","Production",5751078.47
"Africa_East","Potatoes","Gross Production Value (current million US$)",2366.39333333333
"Africa_East","Pulses_nes","Area harvested",244937.666666667
"Africa_East","Pulses_nes","Production",183769.333333333
"Africa_East","Pulses_nes","Gross Production Value (current million US$)",0
"Africa_East","Pumpkins & gourds","Area harvested",47097.6666666667
"Africa_East","Pumpkins & gourds","Production",288020
"Africa_East","Pumpkins & gourds","Gross Production Value (current million US$)",127.496666666667
"Africa_East","Quinces","Area harvested",0
"Africa_East","Quinces","Production",0
"Africa_East","Quinces","Gross Production Value (current million US$)",0
"Africa_East","Quinoa","Area harvested",0
"Africa_East","Quinoa","Production",0
"Africa_East","Quinoa","Gross Production Value (current million US$)",0
"Africa_East","Rapeseed","Area harvested",26623.3333333333
"Africa_East","Rapeseed","Production",40098
"Africa_East","Rapeseed","Gross Production Value (current million US$)",14.04
"Africa_East","Raspberries","Area harvested",0
"Africa_East","Raspberries","Production",0
"Africa_East","Raspberries","Gross Production Value (current million US$)",0
"Africa_East","Rice","Area harvested",168889.333333333
"Africa_East","Rice","Production",498592.333333334
"Africa_East","Rice","Gross Production Value (current million US$)",236.24
"Africa_East","Roots_tubers_nes","Area harvested",680449.666666666
"Africa_East","Roots_tubers_nes","Production",4810584
"Africa_East","Roots_tubers_nes","Gross Production Value (current million US$)",0
"Africa_East","Rye","Area harvested",0
"Africa_East","Rye","Production",0
"Africa_East","Rye","Gross Production Value (current million US$)",0
"Africa_East","Safflower_seed","Area harvested",6104
"Africa_East","Safflower_seed","Production",6496.33333333333
"Africa_East","Safflower_seed","Gross Production Value (current million US$)",1.31666666666667
"Africa_East","Sesame","Area harvested",2060997
"Africa_East","Sesame","Production",856458.666666667
"Africa_East","Sesame","Gross Production Value (current million US$)",864.006666666667
"Africa_East","Sheanuts","Area harvested",0
"Africa_East","Sheanuts","Production",0
"Africa_East","Sheanuts","Gross Production Value (current million US$)",0
"Africa_East","Sorghum","Area harvested",9427831.76
"Africa_East","Sorghum","Production",8259557.66666667
"Africa_East","Sorghum","Gross Production Value (current million US$)",3707.87
"Africa_East","Soybean","Area harvested",228568.86
"Africa_East","Soybean","Production",263614.333333333
"Africa_East","Soybean","Gross Production Value (current million US$)",37.4733333333333
"Africa_East","Spices_nes","Area harvested",26471.3333333334
