"Y2009","Y2010","Y2011","Country","Element"
33.4,34.2,34,"Sierra Leone","Fat supply quantity (g/capita/day)"
0.2,0.2,0.1,"Slovakia","Fat supply quantity (g/capita/day)"
2.7,2.6,6,"Slovenia","Fat supply quantity (g/capita/day)"
21,21.2,21.7,"Solomon Islands","Fat supply quantity (g/capita/day)"
11.2,11.3,10.6,"Somalia","Fat supply quantity (g/capita/day)"
0.4,0.4,0.5,"South Africa","Fat supply quantity (g/capita/day)"
40.5,44.3,49,"Spain","Fat supply quantity (g/capita/day)"
34.6,33.3,34.3,"Sri Lanka","Fat supply quantity (g/capita/day)"
15.4,14,13.1,"Sudan (former)","Fat supply quantity (g/capita/day)"
3.6,2.2,2.1,"Suriname","Fat supply quantity (g/capita/day)"
0.4,0.6,0.6,"Swaziland","Fat supply quantity (g/capita/day)"
0.3,0.3,0.2,"Sweden","Fat supply quantity (g/capita/day)"
0.3,0.3,0.5,"Switzerland","Fat supply quantity (g/capita/day)"
25.8,32.1,31.9,"Syrian Arab Republic","Fat supply quantity (g/capita/day)"
13.9,13.7,12.3,"Tajikistan","Fat supply quantity (g/capita/day)"
10.4,10.8,9.5,"Thailand","Fat supply quantity (g/capita/day)"
3.9,3.6,3.8,"The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)"
2.2,2.5,2.4,"Timor-Leste","Fat supply quantity (g/capita/day)"
21.7,22.7,22.7,"Togo","Fat supply quantity (g/capita/day)"
0.2,0.3,1.1,"Trinidad and Tobago","Fat supply quantity (g/capita/day)"
17.3,17,17.1,"Tunisia","Fat supply quantity (g/capita/day)"
16.9,17.1,19.1,"Turkey","Fat supply quantity (g/capita/day)"
5.3,5.7,5.6,"Turkmenistan","Fat supply quantity (g/capita/day)"
7.4,7.3,8.4,"Uganda","Fat supply quantity (g/capita/day)"
0.5,0.5,0.6,"Ukraine","Fat supply quantity (g/capita/day)"
8.9,8.1,8.7,"United Arab Emirates","Fat supply quantity (g/capita/day)"
0.8,0.8,0.9,"United Kingdom","Fat supply quantity (g/capita/day)"
2.8,2.2,2.2,"United Republic of Tanzania","Fat supply quantity (g/capita/day)"
1.1,1.6,2.2,"United States of America","Fat supply quantity (g/capita/day)"
0,0,0,"Uruguay","Fat supply quantity (g/capita/day)"
4.4,4.4,4.4,"Uzbekistan","Fat supply quantity (g/capita/day)"
46,47.8,45.6,"Vanuatu","Fat supply quantity (g/capita/day)"
10.5,8,9.6,"Venezuela (Bolivarian Republic of)","Fat supply quantity (g/capita/day)"
9.3,9.3,9.5,"Viet Nam","Fat supply quantity (g/capita/day)"
8.3,7.8,8,"Yemen","Fat supply quantity (g/capita/day)"
1.7,1.6,2.3,"Zambia","Fat supply quantity (g/capita/day)"
3.5,4.3,6.1,"Zimbabwe","Fat supply quantity (g/capita/day)"
