"Y2009","Y2010","Y2011","Country","Element"
277682,280370,264071,"Namibia","Area harvested"
2166472,2104931,2149423,"Nepal","Area harvested"
96471,91843,94969,"Netherlands","Area harvested"
2981,3062,3050,"New Caledonia","Area harvested"
605867.11,577861.18,689655,"Nicaragua","Area harvested"
13232013,16178995,14597390,"Niger","Area harvested"
19892330,21930233,20843840,"Nigeria","Area harvested"
84430,78739,74217,"Norway","Area harvested"
151045,70022,78345,"Occupied Palestinian Territory","Area harvested"
10739058,10779359,10556972,"Pakistan","Area harvested"
74864,80786,71806,"Panama","Area harvested"
287340,268891,284329,"Paraguay","Area harvested"
761470,768557,798911,"Peru","Area harvested"
9036434,8987141,9236570,"Philippines","Area harvested"
1011214,1084907,1089141,"Poland","Area harvested"
471709,475284,476651,"Portugal","Area harvested"
1188833,1150990,1127321,"Republic of Korea","Area harvested"
81009,86976,83464,"Republic of Moldova","Area harvested"
394081,384302,381249,"Romania","Area harvested"
4160060,3562042,4696968,"Russian Federation","Area harvested"
226091,220915,204043.28,"Rwanda","Area harvested"
10,11.5,15,"Saint Kitts and Nevis","Area harvested"
9,7,6,"Saint Lucia","Area harvested"
105,93,86,"Saint Vincent and the Grenadines","Area harvested"
30519,30499,30535,"Samoa","Area harvested"
1893,1879,1917,"Sao Tome and Principe","Area harvested"
493480,511876,488136,"Saudi Arabia","Area harvested"
1673390,1509617,1143055,"Senegal","Area harvested"
605046,510236,569236,"Serbia","Area harvested"
614047,668909,732761,"Sierra Leone","Area harvested"
43213,44255,44219,"Slovakia","Area harvested"
18388,18433,18434,"Slovenia","Area harvested"
53426,54708,54529,"Solomon Islands","Area harvested"
552021,615561,308837,"Somalia","Area harvested"
131041,139932,128369,"South Africa","Area harvested"
2977108,3038391,3135275,"Spain","Area harvested"
1769899,1906859,1932669,"Sri Lanka","Area harvested"
10595231,9111190,11485385,"Sudan (former)","Area harvested"
1080,1115,1077,"Suriname","Area harvested"
4659,5770,5835,"Swaziland","Area harvested"
239070,219820,233847,"Sweden","Area harvested"
30420,27915,29493,"Switzerland","Area harvested"
3849990.3,4310035,4049003,"Syrian Arab Republic","Area harvested"
491362,488434,464888,"Tajikistan","Area harvested"
12862316,13694346,13680097,"Thailand","Area harvested"
50692,49098,48921,"The former Yugoslav Republic of Macedonia","Area harvested"
54780,52499.01,51660,"Timor-Leste","Area harvested"
452234,466963,462412,"Togo","Area harvested"
378,353,317,"Trinidad and Tobago","Area harvested"
3229056,2549775,3263114,"Tunisia","Area harvested"
15572723,15649725,15423290,"Turkey","Area harvested"
929836,771004,717211,"Turkmenistan","Area harvested"
1321000,1249000,1398900,"Uganda","Area harvested"
905700,976600,971740,"Ukraine","Area harvested"
189801.8,202277.6,45192,"United Arab Emirates","Area harvested"
300432,315405,287615,"United Kingdom","Area harvested"
1920983,1644365,1584888,"United Republic of Tanzania","Area harvested"
1278915,1258099,1093745,"United States of America","Area harvested"
0,0,0,"Uruguay","Area harvested"
1682598,1736300,1605316,"Uzbekistan","Area harvested"
96000,96000,96000,"Vanuatu","Area harvested"
170800,170563,191897,"Venezuela (Bolivarian Republic of)","Area harvested"
8167943,8246184,8415076.91,"Viet Nam","Area harvested"
283688,334581,300591,"Yemen","Area harvested"
185307,164787,183585,"Zambia","Area harvested"
882211,666813,908029,"Zimbabwe","Area harvested"
