"Y2009","Y2010","Y2011","Country","Element"
18566.78,26042.22,21636.89,"Dominica","Area harvested"
887964.49,898401.46,946841.68,"Dominican Republic","Area harvested"
2530911,2517984,2585435,"Ecuador","Area harvested"
6510624,6380239,6520217,"Egypt","Area harvested"
753544,742262.62,751148,"El Salvador","Area harvested"
479970,462700,462892,"Estonia","Area harvested"
13914590,14231952,14500065,"Ethiopia","Area harvested"
139758,137553,145117,"Fiji","Area harvested"
1275301,1173768,1194968,"Finland","Area harvested"
15459805.17,15978695.64,15853335.6,"France","Area harvested"
24520,24984,25400,"French Polynesia","Area harvested"
224953,238525,253574,"Gabon","Area harvested"
476502,487901,354982,"Gambia","Area harvested"
386150,339309,374309.92,"Georgia","Area harvested"
11375560.02,11253209.13,11266861.31,"Germany","Area harvested"
6399643,6438736,6538214,"Ghana","Area harvested"
2758832,2527576,2736750,"Greece","Area harvested"
9250,9549,9402,"Grenada","Area harvested"
2062489,2058454,2107535,"Guatemala","Area harvested"
3201923,3296227,3345981,"Guinea","Area harvested"
460411,491029,491555,"Guinea-Bissau","Area harvested"
219282,224156,237305,"Guyana","Area harvested"
1451336,1594264,1486194,"Haiti","Area harvested"
1032000,1043815,1043275,"Honduras","Area harvested"
4273996.9,3953020,4100629.6,"Hungary","Area harvested"
756,756,563,"Iceland","Area harvested"
181273233,190386700,196520593,"India","Area harvested"
35381390,36090621,36296617,"Indonesia","Area harvested"
13749442,14024938,13854097,"Iran (Islamic Republic of)","Area harvested"
2172264,3226569,3104890,"Iraq","Area harvested"
331467,306684,331333,"Ireland","Area harvested"
270292,269310,272842,"Israel","Area harvested"
8200171,8215201,8011116,"Italy","Area harvested"
161803,151507.6,159107,"Jamaica","Area harvested"
3159857,3145804,3093324,"Japan","Area harvested"
180554,185853,240922,"Jordan","Area harvested"
18373999,17343843,18367319,"Kazakhstan","Area harvested"
4868227,4964807,5460363,"Kenya","Area harvested"
32445,32798,32677,"Kiribati","Area harvested"
14435.43,15848.23,16464.5,"Kuwait","Area harvested"
945128,892012.5,924684,"Kyrgyzstan","Area harvested"
1373323,1421193,1429778,"Lao People's Democratic Republic","Area harvested"
693799,684168,700053,"Latvia","Area harvested"
240850,215921,227213,"Lebanon","Area harvested"
203990,233188,190002,"Lesotho","Area harvested"
473956,488679,533865,"Liberia","Area harvested"
748924,745260,796497,"Libya","Area harvested"
1578682,1471018,1550638,"Lithuania","Area harvested"
50603,50850,49543.7,"Luxembourg","Area harvested"
3276505,3352709,3383780,"Madagascar","Area harvested"
3525479,3687885,3720902,"Malawi","Area harvested"
5163164,5299295,5507001,"Malaysia","Area harvested"
4911,4314,4239,"Maldives","Area harvested"
4918651,4899751,7220037,"Mali","Area harvested"
12440,12514,12388,"Malta","Area harvested"
380143,437658,289577,"Mauritania","Area harvested"
69388,68399,66537,"Mauritius","Area harvested"
15600634,17213908,15073490,"Mexico","Area harvested"
282024,289715,335344,"Mongolia","Area harvested"
49174,48144,49380,"Montenegro","Area harvested"
7343854,7217002,7628321,"Morocco","Area harvested"
6607201,6669911,7107454,"Mozambique","Area harvested"
18018846,18155403,17376842,"Myanmar","Area harvested"
378220,385956,375318,"Namibia","Area harvested"
4809952,4843364,5010142,"Nepal","Area harvested"
813705,793994,792521,"Netherlands","Area harvested"
11305,11737,11676,"New Caledonia","Area harvested"
343599,323815,329043,"New Zealand","Area harvested"
980814.65,967978.24,1120236,"Nicaragua","Area harvested"
14335052,17512793,15821009,"Niger","Area harvested"
37499698,40932863,41686623,"Nigeria","Area harvested"
338675,332083,329045,"Norway","Area harvested"
169775,83638,94011,"Occupied Palestinian Territory","Area harvested"
21690927,20659976,20924149,"Pakistan","Area harvested"
308102,318204,301493.25,"Panama","Area harvested"
4795760,4939753,5108897,"Paraguay","Area harvested"
3287278.6,3278492.2,3261987.3,"Peru","Area harvested"
13617372,13431393,13735942,"Philippines","Area harvested"
11281618,10824531,10491231,"Poland","Area harvested"
1436216,1391336,1382231,"Portugal","Area harvested"
1700512,1659535,1630860,"Republic of Korea","Area harvested"
1595550,1589268,1586364,"Republic of Moldova","Area harvested"
7985680,7887945,8175710,"Romania","Area harvested"
55602020,46324473,58178618,"Russian Federation","Area harvested"
1799257.58,1853496,1909534.18,"Rwanda","Area harvested"
1110.08,1160.2,1331.3,"Saint Kitts and Nevis","Area harvested"
10565,9200,9468,"Saint Lucia","Area harvested"
16246,15840,15305,"Saint Vincent and the Grenadines","Area harvested"
44468,44254,44215,"Samoa","Area harvested"
47565,48533,40398,"Sao Tome and Principe","Area harvested"
784677,745778,732968,"Saudi Arabia","Area harvested"
3133439.17,3010889,2287061,"Senegal","Area harvested"
3386344,3228221,3323934,"Serbia","Area harvested"
1399168,1536865,1662104,"Sierra Leone","Area harvested"
1260292,1185278,1226066,"Slovakia","Area harvested"
174796,167873,168819,"Slovenia","Area harvested"
94507,99042,102429,"Solomon Islands","Area harvested"
782678,848776,506518,"Somalia","Area harvested"
5352895,5413951,5460827,"South Africa","Area harvested"
12876608,12723978,12885414,"Spain","Area harvested"
2010569,2158277,2177355,"Sri Lanka","Area harvested"
13271373,11600133,14561673,"Sudan (former)","Area harvested"
65225,64388,66905,"Suriname","Area harvested"
151822,155732,169367,"Swaziland","Area harvested"
1256931,1200455,1215574,"Sweden","Area harvested"
299776,295065,294263,"Switzerland","Area harvested"
4375223.3,4849378,4615172,"Syrian Arab Republic","Area harvested"
875886,878133.3,892842.4,"Tajikistan","Area harvested"
17771208,18548168,18496858,"Thailand","Area harvested"
344368,324173,320443,"The former Yugoslav Republic of Macedonia","Area harvested"
229951,216880.87,173476,"Timor-Leste","Area harvested"
1653025,1714829,1734691,"Togo","Area harvested"
37645.8,36952.8,33449,"Trinidad and Tobago","Area harvested"
3855911,3171509,3902556,"Tunisia","Area harvested"
18854039,19049582,18921913,"Turkey","Area harvested"
1762568,1556300,1502663,"Turkmenistan","Area harvested"
7407422,7555182,7747206,"Uganda","Area harvested"
24595715,24401080,25396363,"Ukraine","Area harvested"
198633.7,211025.2,54448,"United Arab Emirates","Area harvested"
4469357,4473379,4575361,"United Kingdom","Area harvested"
12396040,12836359,13751031,"United Republic of Tanzania","Area harvested"
107719342,112077902,108410054,"United States of America","Area harvested"
1749687,1739732,1978860,"Uruguay","Area harvested"
3714119,3790769,3648297,"Uzbekistan","Area harvested"
110634,111427,110987,"Vanuatu","Area harvested"
1913679,1921512,1937974,"Venezuela (Bolivarian Republic of)","Area harvested"
12878245,13049728.41,13312852.7,"Viet Nam","Area harvested"
1136075,1404189,1275534,"Yemen","Area harvested"
1926959,2124319,2089766,"Zambia","Area harvested"
2966158,2653170,3113621,"Zimbabwe","Area harvested"
