"Item","Region","Element","Y2009","Y2010","Y2011","Average"
"Plums","America_North","Production",571051,260088,284012,371717
"Plums","America_South_andean","Area harvested",23259,23498,25904,24220.3333333333
"Plums","America_South_andean","Gross Production Value (current million US$)",48.65,59.18,65.26,57.6966666666667
"Plums","America_South_andean","Production",325294,329422,323024,325913.333333333
"Plums","America_South_temperate","Area harvested",33824,36995,38820,36546.3333333333
"Plums","America_South_temperate","Gross Production Value (current million US$)",129.48,156.72,169.6,151.933333333333
"Plums","America_South_temperate","Production",453132,450943,443880,449318.333333333
"Plums","America_South_tropical","Area harvested",5039,5157,5185,5127
"Plums","America_South_tropical","Gross Production Value (current million US$)",2.35,2.54,2.71,2.53333333333333
"Plums","America_South_tropical","Production",30994,33172,31490,31885.3333333333
"Plums","Asia_Central","Area harvested",26826,27699,28072,27532.3333333333
"Plums","Asia_Central","Gross Production Value (current million US$)",21.59,31.64,36.25,29.8266666666667
"Plums","Asia_Central","Production",154903,157767,179248,163972.666666667
"Plums","Asia_East","Area harvested",1671470,1691770,1711477,1691572.33333333
"Plums","Asia_East","Gross Production Value (current million US$)",4871.22,3958.02,4620.69,4483.31
"Plums","Asia_East","Production",5457418,5748610,5953596,5719874.66666667
"Plums","Asia_South","Area harvested",25549,26399,27481,26476.3333333333
"Plums","Asia_South","Gross Production Value (current million US$)",2.02,2.87,4.02,2.97
"Plums","Asia_South","Production",201068,209825,220521,210471.333333333
"Plums","Asia_Southeast","Area harvested",0,0,0,0
"Plums","Asia_Southeast","Gross Production Value (current million US$)",0,0,0,0
"Plums","Asia_Southeast","Production",0,0,0,0
"Plums","Asia_West","Area harvested",51834,49895,52713,51480.6666666667
"Plums","Asia_West","Gross Production Value (current million US$)",462.03,538.35,493.62,498
"Plums","Asia_West","Production",717670,674265,728890,706941.666666667
"Plums","Europe_Eastern_north","Area harvested",190338,180334,181026,183899.333333333
"Plums","Europe_Eastern_north","Gross Production Value (current million US$)",616.81,691.23,796.87,701.636666666667
"Plums","Europe_Eastern_north","Production",1111284,1195797,1103425,1136835.33333333
"Plums","Europe_Eastern_south","Area harvested",337273,268430,305104,303602.333333333
"Plums","Europe_Eastern_south","Gross Production Value (current million US$)",438.43,495.51,680.11,538.016666666667
"Plums","Europe_Eastern_south","Production",1223684,1003931,1193754,1140456.33333333
"Plums","Europe_Western_north","Area harvested",28614.73,30300.84,30630.96,29848.8433333333
"Plums","Europe_Western_north","Gross Production Value (current million US$)",497.5,572.69,506.35,525.513333333333
"Plums","Europe_Western_north","Production",407875.8,401701.13,371315,393630.643333333
"Plums","Europe_Western_south","Area harvested",52381,51936,51157,51824.6666666667
"Plums","Europe_Western_south","Gross Production Value (current million US$)",622.93,692.18,543.81,619.64
"Plums","Europe_Western_south","Production",671865.8,689881,617015,659587.266666667
"Plums","Mediterranean_SouthandEast","Area harvested",66587,66580,66209,66458.6666666667
"Plums","Mediterranean_SouthandEast","Gross Production Value (current million US$)",396.48,422.82,464.44,427.913333333333
"Plums","Mediterranean_SouthandEast","Production",566313,545827,592738,568292.666666667
"Plums","Pacific_Region_ausnz","Area harvested",3543,3430,3361,3444.66666666667
"Plums","Pacific_Region_ausnz","Gross Production Value (current million US$)",40.97,45.96,53.08,46.67
"Plums","Pacific_Region_ausnz","Production",18113,17544,17708,17788.3333333333
"Plums","Pacific_Region_tropical","Area harvested",0,0,0,0
"Plums","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Plums","Pacific_Region_tropical","Production",0,0,0,0
"Poppy","Africa_Central","Area harvested",0,0,0,0
"Poppy","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Africa_Central","Production",0,0,0,0
"Poppy","Africa_East","Area harvested",0,0,0,0
"Poppy","Africa_East","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Africa_East","Production",0,0,0,0
"Poppy","Africa_Indian_Ocean_Islands","Area harvested",0,0,0,0
"Poppy","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Africa_Indian_Ocean_Islands","Production",0,0,0,0
"Poppy","Africa_Southern","Area harvested",0,0,0,0
"Poppy","Africa_Southern","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Africa_Southern","Production",0,0,0,0
"Poppy","Africa_West","Area harvested",0,0,0,0
"Poppy","Africa_West","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Africa_West","Production",0,0,0,0
"Poppy","America_Caribbean","Area harvested",0,0,0,0
"Poppy","America_Caribbean","Gross Production Value (current million US$)",0,0,0,0
"Poppy","America_Caribbean","Production",0,0,0,0
"Poppy","America_Central_and_Mexico","Area harvested",0,0,0,0
"Poppy","America_Central_and_Mexico","Gross Production Value (current million US$)",0,0,0,0
"Poppy","America_Central_and_Mexico","Production",0,0,0,0
"Poppy","America_North","Area harvested",0,0,0,0
"Poppy","America_North","Gross Production Value (current million US$)",0,0,0,0
"Poppy","America_North","Production",0,0,0,0
"Poppy","America_South_andean","Area harvested",0,0,0,0
"Poppy","America_South_andean","Gross Production Value (current million US$)",0,0,0,0
"Poppy","America_South_andean","Production",0,0,0,0
"Poppy","America_South_temperate","Area harvested",0,0,0,0
"Poppy","America_South_temperate","Gross Production Value (current million US$)",0,0,0,0
"Poppy","America_South_temperate","Production",0,0,0,0
"Poppy","America_South_tropical","Area harvested",0,0,0,0
"Poppy","America_South_tropical","Gross Production Value (current million US$)",0,0,0,0
"Poppy","America_South_tropical","Production",0,0,0,0
"Poppy","Asia_Central","Area harvested",0,0,0,0
"Poppy","Asia_Central","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Asia_Central","Production",0,0,0,0
"Poppy","Asia_East","Area harvested",0,0,0,0
"Poppy","Asia_East","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Asia_East","Production",0,0,0,0
"Poppy","Asia_South","Area harvested",0,0,0,0
"Poppy","Asia_South","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Asia_South","Production",0,0,0,0
"Poppy","Asia_Southeast","Area harvested",0,0,0,0
"Poppy","Asia_Southeast","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Asia_Southeast","Production",0,0,0,0
"Poppy","Asia_West","Area harvested",49091,52109,55117,52105.6666666667
"Poppy","Asia_West","Gross Production Value (current million US$)",79.64,85.94,94.47,86.6833333333333
"Poppy","Asia_West","Production",36294,39124,47638,41018.6666666667
"Poppy","Europe_Eastern_north","Area harvested",62746,65544,44834,57708
"Poppy","Europe_Eastern_north","Gross Production Value (current million US$)",45.19,44.32,57.75,49.0866666666667
"Poppy","Europe_Eastern_north","Production",38873,33884,38134,36963.6666666667
"Poppy","Europe_Eastern_south","Area harvested",53003,58089,60387,57159.6666666667
"Poppy","Europe_Eastern_south","Gross Production Value (current million US$)",80.16,86.22,94.72,87.0333333333333
"Poppy","Europe_Eastern_south","Production",39547,43628,49066,44080.3333333333
"Poppy","Europe_Western_north","Area harvested",18147,18408,17548,18034.3333333333
"Poppy","Europe_Western_north","Gross Production Value (current million US$)",6.13,7.89,8.27,7.43
"Poppy","Europe_Western_north","Production",11993,11311,11264,11522.6666666667
"Poppy","Europe_Western_south","Area harvested",17770,16407,16923,17033.3333333333
"Poppy","Europe_Western_south","Gross Production Value (current million US$)",7.35,9.14,9.86,8.78333333333333
"Poppy","Europe_Western_south","Production",13500,12900,13000,13133.3333333333
"Poppy","Mediterranean_SouthandEast","Area harvested",49091,52109,55117,52105.6666666667
"Poppy","Mediterranean_SouthandEast","Gross Production Value (current million US$)",79.64,85.94,94.47,86.6833333333333
"Poppy","Mediterranean_SouthandEast","Production",36294,39124,47638,41018.6666666667
"Poppy","Pacific_Region_ausnz","Area harvested",0,0,0,0
"Poppy","Pacific_Region_ausnz","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Pacific_Region_ausnz","Production",0,0,0,0
"Poppy","Pacific_Region_tropical","Area harvested",0,0,0,0
"Poppy","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Pacific_Region_tropical","Production",0,0,0,0
"Potatoes","Africa_Central","Area harvested",154437,162879,173137,163484.333333333
"Potatoes","Africa_Central","Gross Production Value (current million US$)",63.25,482.82,92.88,212.983333333333
"Potatoes","Africa_Central","Production",996284,1036061,1044389,1025578
"Potatoes","Africa_East","Area harvested",435257,448226,483352,455611.666666667
"Potatoes","Africa_East","Gross Production Value (current million US$)",1985.96,2422.24,1595.32,2001.17333333333
"Potatoes","Africa_East","Production",5151041,5988973,6113221.41,5751078.47
"Potatoes","Africa_Indian_Ocean_Islands","Area harvested",38358,38566,38561,38495
"Potatoes","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",73.98,79.68,83.83,79.1633333333333
"Potatoes","Africa_Indian_Ocean_Islands","Production",244511,246496,246461,245822.666666667
"Potatoes","Africa_Southern","Area harvested",581902,587771,625405,598359.333333333
"Potatoes","Africa_Southern","Gross Production Value (current million US$)",723.9,1169.17,866.58,919.883333333333
"Potatoes","Africa_Southern","Production",7306475,8455756,8607093,8123108
"Potatoes","Africa_West","Area harvested",266183,276608,278493,273761.333333333
"Potatoes","Africa_West","Gross Production Value (current million US$)",831.83,1001.09,1121.52,984.813333333333
"Potatoes","Africa_West","Production",1207484,1301514,1332454,1280484
"Potatoes","America_Caribbean","Area harvested",15838.48,12918.34,11647.5,13468.1066666667
"Potatoes","America_Caribbean","Gross Production Value (current million US$)",26.62,38.82,49.02,38.1533333333333
"Potatoes","America_Caribbean","Production",342183,280308.4,249825,290772.133333333
"Potatoes","America_Central_and_Mexico","Area harvested",79924.6,82173.7,82256,81451.4333333333
"Potatoes","America_Central_and_Mexico","Gross Production Value (current million US$)",937.82,1026.2,831.9,931.973333333333
"Potatoes","America_Central_and_Mexico","Production",2126039,2160761.41,2076524,2121108.13666667
"Potatoes","America_North","Area harvested",568795,544915,576729,563479.666666667
"Potatoes","America_North","Gross Production Value (current million US$)",4649.46,4811.86,5144.24,4868.52
"Potatoes","America_North","Production",24203598,22759310,23656635,23539847.6666667
"Potatoes","America_South_andean","Area harvested",683034,670453,673390,675625.666666667
"Potatoes","America_South_andean","Gross Production Value (current million US$)",2407.93,2404.94,3200.73,2671.2
"Potatoes","America_South_andean","Production",8206359,8153321.2,8830379,8396686.4
"Potatoes","America_South_temperate","Area harvested",120964,127882,130229,126358.333333333
"Potatoes","America_South_temperate","Gross Production Value (current million US$)",777.99,548.14,846.24,724.123333333333
"Potatoes","America_South_temperate","Production",2976842,3192049.2,3893386,3354092.4
"Potatoes","America_South_tropical","Area harvested",801688,785916,801230,796278
"Potatoes","America_South_tropical","Gross Production Value (current million US$)",4292.78,4957.38,5419.69,4889.95
"Potatoes","America_South_tropical","Production",11224897,11133377,11629521,11329265
"Potatoes","Asia_Central","Area harvested",506565,521388,537725,521892.666666667
"Potatoes","Asia_Central","Gross Production Value (current million US$)",2201.1,2310.27,3151.87,2554.41333333333
"Potatoes","Asia_Central","Production",8404118,8256521,9200592,8620410.33333333
"Potatoes","Asia_East","Area harvested",5339055,5461791,5688613,5496486.33333333
"Potatoes","Asia_East","Gross Production Value (current million US$)",20417.18,25818.02,43065.22,29766.8066666667
"Potatoes","Asia_East","Production",78043154,86376847,93320714,85913571.6666667
"Potatoes","Asia_South","Area harvested",2409340,2459482,2510477,2459766.33333333
"Potatoes","Asia_South","Gross Production Value (current million US$)",4381.04,4616.42,5409.7,4802.38666666667
"Potatoes","Asia_South","Production",42144648,47076926,53233193,47484922.3333333
"Potatoes","Asia_Southeast","Area harvested",164365,162311,155713,160796.333333333
"Potatoes","Asia_Southeast","Gross Production Value (current million US$)",910.98,898.37,1077.73,962.36
"Potatoes","Asia_Southeast","Production",2411039,2329673,2275656,2338789.33333333
"Potatoes","Asia_West","Area harvested",602069,570306.3,664227,612200.766666667
"Potatoes","Asia_West","Gross Production Value (current million US$)",3862,4683.48,5263.32,4602.93333333333
"Potatoes","Asia_West","Production",14662994.6,14900416.58,17164547,15575986.06
"Potatoes","Europe_Eastern_north","Area harvested",4921911,4787388,4799204,4836167.66666667
"Potatoes","Europe_Eastern_north","Gross Production Value (current million US$)",15741.13,17119.64,23390.72,18750.4966666667
"Potatoes","Europe_Eastern_north","Production",74748945,62361392,79575499,72228612
"Potatoes","Europe_Eastern_south","Area harvested",406585,395093,400613,400763.666666667
"Potatoes","Europe_Eastern_south","Gross Production Value (current million US$)",2936.73,3324.12,3599.33,3286.72666666667
"Potatoes","Europe_Eastern_south","Production",8536955,8406907,8606410,8516757.33333333
"Potatoes","Europe_Western_north","Area harvested",949372,939425,957054.88,948617.293333333
"Potatoes","Europe_Western_north","Gross Production Value (current million US$)",7236.53,8262.53,9877.93,8458.99666666667
"Potatoes","Europe_Western_north","Production",40941400,37889165,42193531,40341365.3333333
"Potatoes","Europe_Western_south","Area harvested",343875,324444,327099,331806
"Potatoes","Europe_Western_south","Gross Production Value (current million US$)",3118.97,3908.09,3660.06,3562.37333333333
"Potatoes","Europe_Western_south","Production",12160708,10890727,11832167,11627867.3333333
"Potatoes","Mediterranean_SouthandEast","Area harvested",569500,574768,622470,588912.666666667
"Potatoes","Mediterranean_SouthandEast","Gross Production Value (current million US$)",4502.57,5072.69,5816.37,5130.54333333333
"Potatoes","Mediterranean_SouthandEast","Production",14592906,15592556.38,17378441,15854634.46
"Potatoes","Pacific_Region_ausnz","Area harvested",43977,46969,42877,44607.6666666667
"Potatoes","Pacific_Region_ausnz","Gross Production Value (current million US$)",566.6,703.8,733.45,667.95
"Potatoes","Pacific_Region_ausnz","Production",1723534,1803118,1658208,1728286.66666667
"Potatoes","Pacific_Region_tropical","Area harvested",229,169,257,218.333333333333
"Potatoes","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Potatoes","Pacific_Region_tropical","Production",2208,1570,2459,2079
"Pulses_nes","Africa_Central","Area harvested",35413,35587,37486,36162
"Pulses_nes","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","Africa_Central","Production",40920,34405,37760,37695
"Pulses_nes","Africa_East","Area harvested",224243,252216,258354,244937.666666667
"Pulses_nes","Africa_East","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","Africa_East","Production",167298,184318,199692,183769.333333333
"Pulses_nes","Africa_Indian_Ocean_Islands","Area harvested",8820,9149,9813,9260.66666666667
"Pulses_nes","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","Africa_Indian_Ocean_Islands","Production",9915,9919,11084,10306
"Pulses_nes","Africa_Southern","Area harvested",504958,529118,576999,537025
"Pulses_nes","Africa_Southern","Gross Production Value (current million US$)",53.86,60.99,82.71,65.8533333333333
"Pulses_nes","Africa_Southern","Production",343555,355427,397579,365520.333333333
"Pulses_nes","Africa_West","Area harvested",785727.17,824367,818556,809550.056666667
"Pulses_nes","Africa_West","Gross Production Value (current million US$)",91.09,85.22,102.03,92.78
"Pulses_nes","Africa_West","Production",379589.07,381271.75,381876,380912.273333333
"Pulses_nes","America_Caribbean","Area harvested",2331,2185,1576,2030.66666666667
"Pulses_nes","America_Caribbean","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","America_Caribbean","Production",2263,2366,2562,2397
"Pulses_nes","America_Central_and_Mexico","Area harvested",9704,9302,8697,9234.33333333333
"Pulses_nes","America_Central_and_Mexico","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","America_Central_and_Mexico","Production",26295,28255,26527,27025.6666666667
"Pulses_nes","America_North","Area harvested",0,0,0,0
"Pulses_nes","America_North","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","America_North","Production",0,0,0,0
"Pulses_nes","America_South_andean","Area harvested",1800,1789,1680,1756.33333333333
"Pulses_nes","America_South_andean","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","America_South_andean","Production",2600,2597,2370,2522.33333333333
"Pulses_nes","America_South_temperate","Area harvested",0,0,0,0
"Pulses_nes","America_South_temperate","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","America_South_temperate","Production",0,0,0,0
"Pulses_nes","America_South_tropical","Area harvested",1906,1874,1760,1846.66666666667
"Pulses_nes","America_South_tropical","Gross Production Value (current million US$)",0.37,0.29,0.18,0.28
"Pulses_nes","America_South_tropical","Production",2718,2689,2436,2614.33333333333
"Pulses_nes","Asia_Central","Area harvested",19394,23509,24555,22486
"Pulses_nes","Asia_Central","Gross Production Value (current million US$)",1.29,0.82,0.99,1.03333333333333
"Pulses_nes","Asia_Central","Production",59917,69674,73489,67693.3333333333
"Pulses_nes","Asia_East","Area harvested",51469,52765,52983,52405.6666666667
"Pulses_nes","Asia_East","Gross Production Value (current million US$)",22,24.49,24.01,23.5
"Pulses_nes","Asia_East","Production",113741,117182,133342,121421.666666667
"Pulses_nes","Asia_South","Area harvested",1735977,1766415,1815599,1772663.66666667
"Pulses_nes","Asia_South","Gross Production Value (current million US$)",15.42,21.61,23.1,20.0433333333333
"Pulses_nes","Asia_South","Production",801571,807976,807349,805632
"Pulses_nes","Asia_Southeast","Area harvested",294225,295642,309013,299626.666666667
"Pulses_nes","Asia_Southeast","Gross Production Value (current million US$)",120.23,118.95,141.55,126.91
"Pulses_nes","Asia_Southeast","Production",270278,277531,298737,282182
"Pulses_nes","Asia_West","Area harvested",284728,360812,368598,338046
"Pulses_nes","Asia_West","Gross Production Value (current million US$)",111.7,233.96,255.23,200.296666666667
"Pulses_nes","Asia_West","Production",235385,333327,335418,301376.666666667
"Pulses_nes","Europe_Eastern_north","Area harvested",154277.9,160868,321461.6,212202.5
"Pulses_nes","Europe_Eastern_north","Gross Production Value (current million US$)",16.5,17.88,60.13,31.5033333333333
"Pulses_nes","Europe_Eastern_north","Production",248897,242693,431906.9,307832.3
"Pulses_nes","Europe_Eastern_south","Area harvested",12532,11009,11360,11633.6666666667
"Pulses_nes","Europe_Eastern_south","Gross Production Value (current million US$)",0.07,0.07,0.13,0.09
"Pulses_nes","Europe_Eastern_south","Production",14039,13707,14059,13935
"Pulses_nes","Europe_Western_north","Area harvested",156468,148686,125083,143412.333333333
"Pulses_nes","Europe_Western_north","Gross Production Value (current million US$)",193.53,157.8,157.52,169.616666666667
"Pulses_nes","Europe_Western_north","Production",533473,456165,430112,473250
"Pulses_nes","Europe_Western_south","Area harvested",24314,25890,32634,27612.6666666667
"Pulses_nes","Europe_Western_south","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","Europe_Western_south","Production",32029,46942,41830,40267
"Pulses_nes","Mediterranean_SouthandEast","Area harvested",74431,76551,68244,73075.3333333333
"Pulses_nes","Mediterranean_SouthandEast","Gross Production Value (current million US$)",6.53,8.08,16.89,10.5
"Pulses_nes","Mediterranean_SouthandEast","Production",62925,62483,80805,68737.6666666667
"Pulses_nes","Pacific_Region_ausnz","Area harvested",0,0,0,0
"Pulses_nes","Pacific_Region_ausnz","Gross Production Value (current million US$)",0,0,0,0
"Pulses_nes","Pacific_Region_ausnz","Production",0,0,0,0
"Pulses_nes","Pacific_Region_tropical","Area harvested",5628,8434,9547,7869.66666666667
"Pulses_nes","Pacific_Region_tropical","Gross Production Value (current million US$)",0.24,0.68,1.03,0.65
"Pulses_nes","Pacific_Region_tropical","Production",5410,6665,7239,6438
"Pumpkins & gourds","Africa_Central","Area harvested",215614,123800,123480,154298
"Pumpkins & gourds","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Pumpkins & gourds","Africa_Central","Production",186462,166700,171969,175043.666666667
"Pumpkins & gourds","Africa_East","Area harvested",43008,49205,49080,47097.6666666667
"Pumpkins & gourds","Africa_East","Gross Production Value (current million US$)",92.97,138.59,89.03,106.863333333333
"Pumpkins & gourds","Africa_East","Production",270555,292214,301291,288020
"Pumpkins & gourds","Africa_Indian_Ocean_Islands","Area harvested",1345,1549,1545,1479.66666666667
"Pumpkins & gourds","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",8.66,9.28,10.26,9.4
"Pumpkins & gourds","Africa_Indian_Ocean_Islands","Production",17119,18557,19191,18289
"Pumpkins & gourds","Africa_Southern","Area harvested",10950,12633,12580,12054.3333333333
"Pumpkins & gourds","Africa_Southern","Gross Production Value (current million US$)",61.02,78.66,87.48,75.72
"Pumpkins & gourds","Africa_Southern","Production",159064,172898,178162,170041.333333333
"Pumpkins & gourds","Africa_West","Area harvested",14916,14365,14796,14692.3333333333
"Pumpkins & gourds","Africa_West","Gross Production Value (current million US$)",25.77,25.21,28.66,26.5466666666667
"Pumpkins & gourds","Africa_West","Production",73072,73356,76969,74465.6666666667
"Pumpkins & gourds","America_Caribbean","Area harvested",79530.92,68266.66,69109.57,72302.3833333333
"Pumpkins & gourds","America_Caribbean","Gross Production Value (current million US$)",51.08,51.67,53.68,52.1433333333333
"Pumpkins & gourds","America_Caribbean","Production",502926.59,435230,437863,458673.196666667
"Pumpkins & gourds","America_Central_and_Mexico","Area harvested",32938,33692,32766,33132
"Pumpkins & gourds","America_Central_and_Mexico","Gross Production Value (current million US$)",122.45,129.83,131.52,127.933333333333
"Pumpkins & gourds","America_Central_and_Mexico","Production",588821,533397,536809,553009
"Pumpkins & gourds","America_North","Area harvested",40380,42848,42228,41818.6666666667
"Pumpkins & gourds","America_North","Gross Production Value (current million US$)",466.43,541.41,635.18,547.673333333333
"Pumpkins & gourds","America_North","Production",830684,870698,904406,868596
"Pumpkins & gourds","America_South_andean","Area harvested",21895.8,22602.3,22740.4,22412.8333333333
"Pumpkins & gourds","America_South_andean","Gross Production Value (current million US$)",70.68,87.16,97.32,85.0533333333333
"Pumpkins & gourds","America_South_andean","Production",395248,396265,429773,407095.333333333
"Pumpkins & gourds","America_South_temperate","Area harvested",26605.8,27554.3,26906,27022.0333333333
"Pumpkins & gourds","America_South_temperate","Gross Production Value (current million US$)",79.98,98.55,109.93,96.1533333333333
"Pumpkins & gourds","America_South_temperate","Production",501231,478706,494132,491356.333333333
"Pumpkins & gourds","America_South_tropical","Area harvested",19771,20225,20239.4,20078.4666666667
"Pumpkins & gourds","America_South_tropical","Gross Production Value (current million US$)",55.11,63.3,63.98,60.7966666666667
"Pumpkins & gourds","America_South_tropical","Production",298337,288562,316473,301124
"Pumpkins & gourds","Asia_Central","Area harvested",200,200,200,200
"Pumpkins & gourds","Asia_Central","Gross Production Value (current million US$)",0,0,0,0
"Pumpkins & gourds","Asia_Central","Production",2100,3000,3100,2733.33333333333
"Pumpkins & gourds","Asia_East","Area harvested",389526,400046,411947,400506.333333333
"Pumpkins & gourds","Asia_East","Gross Production Value (current million US$)",1763,3421.83,2910.69,2698.50666666667
"Pumpkins & gourds","Asia_East","Production",7141530,7331807,7549600,7340979
"Pumpkins & gourds","Asia_South","Area harvested",496205,530189,551634,526009.333333333
"Pumpkins & gourds","Asia_South","Gross Production Value (current million US$)",77.43,89.05,99.96,88.8133333333333
"Pumpkins & gourds","Asia_South","Production",4479822,4927475,5178900,4862065.66666667
"Pumpkins & gourds","Asia_Southeast","Area harvested",51507,52476,50601,51528
"Pumpkins & gourds","Asia_Southeast","Gross Production Value (current million US$)",233.94,331.06,418.07,327.69
"Pumpkins & gourds","Asia_Southeast","Production",877796,940911,971004,929903.666666667
"Pumpkins & gourds","Asia_West","Area harvested",132487.4,131680,141939,135368.8
"Pumpkins & gourds","Asia_West","Gross Production Value (current million US$)",313.89,354.6,654.42,440.97
"Pumpkins & gourds","Asia_West","Production",1916183.3,1995370.4,2239277,2050276.9
"Pumpkins & gourds","Europe_Eastern_north","Area harvested",94197,93526,99392,95705
"Pumpkins & gourds","Europe_Eastern_north","Gross Production Value (current million US$)",185.29,171.66,198.56,185.17
"Pumpkins & gourds","Europe_Eastern_north","Production",1920943,1749353,2061370,1910555.33333333
"Pumpkins & gourds","Europe_Eastern_south","Area harvested",27199,28975,26562,27578.6666666667
"Pumpkins & gourds","Europe_Eastern_south","Gross Production Value (current million US$)",338.97,359.47,647.78,448.74
"Pumpkins & gourds","Europe_Eastern_south","Production",498674,527382,498421,508159
"Pumpkins & gourds","Europe_Western_north","Area harvested",7618,7906,8307,7943.66666666667
"Pumpkins & gourds","Europe_Western_north","Gross Production Value (current million US$)",131.51,147.23,158.55,145.763333333333
"Pumpkins & gourds","Europe_Western_north","Production",271744.3,272558,312065.57,285455.956666667
"Pumpkins & gourds","Europe_Western_south","Area harvested",28423,29407,30477,29435.6666666667
"Pumpkins & gourds","Europe_Western_south","Gross Production Value (current million US$)",825.66,804.44,892.98,841.026666666667
"Pumpkins & gourds","Europe_Western_south","Production",939541.3,993423,1068170.7,1000378.33333333
"Pumpkins & gourds","Mediterranean_SouthandEast","Area harvested",103779,104181,102187,103382.333333333
"Pumpkins & gourds","Mediterranean_SouthandEast","Gross Production Value (current million US$)",635.81,680.5,1012.81,776.373333333333
"Pumpkins & gourds","Mediterranean_SouthandEast","Production",1827450,1865593,1850498,1847847
"Pumpkins & gourds","Pacific_Region_ausnz","Area harvested",13614,14700,14496,14270
"Pumpkins & gourds","Pacific_Region_ausnz","Gross Production Value (current million US$)",105.21,125.96,143.66,124.943333333333
"Pumpkins & gourds","Pacific_Region_ausnz","Production",263729,259498,250934,258053.666666667
"Pumpkins & gourds","Pacific_Region_tropical","Area harvested",262,278,285,275
"Pumpkins & gourds","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Pumpkins & gourds","Pacific_Region_tropical","Production",1971,1989,1746,1902
"Quinces","Africa_Central","Area harvested",0,0,0,0
"Quinces","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Quinces","Africa_Central","Production",0,0,0,0
"Quinces","Africa_East","Area harvested",0,0,0,0
"Quinces","Africa_East","Gross Production Value (current million US$)",0,0,0,0
"Quinces","Africa_East","Production",0,0,0,0
"Quinces","Africa_Indian_Ocean_Islands","Area harvested",0,0,0,0
"Quinces","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,0,0,0
"Quinces","Africa_Indian_Ocean_Islands","Production",0,0,0,0
"Quinces","Africa_Southern","Area harvested",50,50,51,50.3333333333333
"Quinces","Africa_Southern","Gross Production Value (current million US$)",0.1,0.1,0.11,0.103333333333333
"Quinces","Africa_Southern","Production",235,208,181,208
"Quinces","Africa_West","Area harvested",0,0,0,0
"Quinces","Africa_West","Gross Production Value (current million US$)",0,0,0,0
"Quinces","Africa_West","Production",0,0,0,0
"Quinces","America_Caribbean","Area harvested",0,0,0,0
"Quinces","America_Caribbean","Gross Production Value (current million US$)",0,0,0,0
"Quinces","America_Caribbean","Production",0,0,0,0
"Quinces","America_Central_and_Mexico","Area harvested",758,718,737,737.666666666667
"Quinces","America_Central_and_Mexico","Gross Production Value (current million US$)",2.27,2.72,2.93,2.64
"Quinces","America_Central_and_Mexico","Production",6759,5796,5466,6007
"Quinces","America_North","Area harvested",0,0,0,0
"Quinces","America_North","Gross Production Value (current million US$)",0,0,0,0
"Quinces","America_North","Production",0,0,0,0
"Quinces","America_South_andean","Area harvested",750,732,729,737
"Quinces","America_South_andean","Gross Production Value (current million US$)",2.1,2.55,2.39,2.34666666666667
"Quinces","America_South_andean","Production",5541,5476,5456,5491
"Quinces","America_South_temperate","Area harvested",3615,3555,3424,3531.33333333333
"Quinces","America_South_temperate","Gross Production Value (current million US$)",3.9,3.82,4.78,4.16666666666667
"Quinces","America_South_temperate","Production",27863,28667,34393,30307.6666666667
"Quinces","America_South_tropical","Area harvested",961,941,889,930.333333333333
"Quinces","America_South_tropical","Gross Production Value (current million US$)",2.36,2.86,2.7,2.64
"Quinces","America_South_tropical","Production",6516,6440,6236,6397.33333333333
"Quinces","Asia_Central","Area harvested",10177,10292,10516,10328.3333333333
"Quinces","Asia_Central","Gross Production Value (current million US$)",18.15,22.4,24.43,21.66
"Quinces","Asia_Central","Production",92030,93337,101733,95700
